Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
11/08/22 at 12:09AM,0.00,0.00,0.00,0.00,0.00,-3702.60,-4314.00,-3159.00,193.34,6.28
11/08/22 at 12:19AM,0.00,0.00,0.00,0.00,0.00,-3450.90,-4415.00,-2376.00,38.61,7.92
11/08/22 at 12:29AM,0.00,0.00,0.00,0.00,0.00,-4645.90,-5645.00,-3647.00,315.94,0.16
11/08/22 at 12:39AM,0.00,0.00,0.00,0.00,0.00,-4334.50,-5217.00,-3765.00,106.41,2.18
11/08/22 at 12:49AM,0.00,0.00,0.00,0.00,0.00,-4171.40,-5012.00,-3325.00,30.17,3.24
11/08/22 at 12:59AM,0.00,0.00,0.00,0.00,0.00,-4201.40,-4684.00,-3549.00,37.13,3.04
11/08/22 at 01:09AM,0.00,0.00,0.00,0.00,0.00,-3952.20,-4740.00,-3221.00,26.63,4.66
11/08/22 at 01:19AM,0.00,0.00,0.00,0.00,0.00,-3925.10,-4704.00,-2637.00,201.72,4.84
11/08/22 at 01:29AM,0.00,0.00,0.00,0.00,0.00,-3997.70,-4736.00,-3070.00,141.76,4.37
11/08/22 at 01:39AM,0.00,0.00,0.00,0.00,0.00,-4174.80,-5023.00,-3094.00,268.22,3.22
11/08/22 at 01:49AM,0.00,0.00,0.00,0.00,0.00,-4745.60,-5821.00,-3860.00,157.92,-0.49
11/08/22 at 01:59AM,0.00,0.00,0.00,0.00,0.00,-4422.30,-5178.00,-3153.00,401.39,1.61
11/08/22 at 02:09AM,0.00,0.00,0.00,0.00,0.00,-4341.10,-5083.00,-3612.00,124.63,2.14
11/08/22 at 02:19AM,0.00,0.00,0.00,0.00,0.00,-4298.90,-5215.00,-2933.00,431.94,2.41
11/08/22 at 02:29AM,0.10,0.00,1.00,0.03,0.49,-4458.70,-4786.00,-4024.00,1.99,1.37
11/08/22 at 02:39AM,0.00,0.00,0.00,0.00,0.00,-4002.20,-4435.00,-3603.00,15.75,4.34
11/08/22 at 02:50AM,0.00,0.00,0.00,0.00,0.00,-3911.20,-4793.00,-3192.00,69.32,4.93
11/08/22 at 03:00AM,0.00,0.00,0.00,0.00,0.00,-4076.80,-5116.00,-2348.00,90.19,3.85
11/08/22 at 03:10AM,0.00,0.00,0.00,0.00,0.00,-3902.10,-4393.00,-3371.00,142.27,4.99
11/08/22 at 03:20AM,0.00,0.00,0.00,0.00,0.00,-4044.20,-4642.00,-3434.00,192.96,4.06
11/08/22 at 03:30AM,0.00,0.00,0.00,0.00,0.00,-4008.30,-5190.00,-3437.00,373.69,4.30
11/08/22 at 03:40AM,0.00,0.00,0.00,0.00,0.00,-4135.10,-4657.00,-2998.00,61.95,3.47
11/08/22 at 03:50AM,0.00,0.00,0.00,0.00,0.00,-4030.20,-4775.00,-3021.00,39.47,4.15
11/08/22 at 04:00AM,0.00,0.00,0.00,0.00,0.00,-4279.90,-4838.00,-3387.00,94.58,2.53
11/08/22 at 04:10AM,0.00,0.00,0.00,0.00,0.00,-4314.80,-5181.00,-3560.00,114.22,2.31
11/08/22 at 04:20AM,0.00,0.00,0.00,0.00,0.00,-3677.50,-4182.00,-2871.00,255.04,6.44
11/08/22 at 04:30AM,0.00,0.00,0.00,0.00,0.00,-4185.70,-4807.00,-3568.00,64.42,3.14
11/08/22 at 04:40AM,0.00,0.00,0.00,0.00,0.00,-4509.50,-5060.00,-4006.00,28.30,1.04
11/08/22 at 04:50AM,0.00,0.00,0.00,0.00,0.00,-4670.80,-5218.00,-4356.00,50.98,-0.01
11/08/22 at 05:00AM,0.00,0.00,0.00,0.00,0.00,-3802.20,-4172.00,-3464.00,74.69,5.64
11/08/22 at 05:10AM,0.00,0.00,0.00,0.00,0.00,-3868.50,-4992.00,-3267.00,148.15,5.20
