Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
25/06/22 at 12:07AM,21.60,21.00,22.00,0.19,105.84,13483.60,13119.00,13861.00,81.46,117.88
25/06/22 at 12:17AM,6.00,5.00,7.00,0.00,29.40,391.30,8.00,1033.00,14.45,32.87
25/06/22 at 12:28AM,19.10,17.00,20.00,0.03,93.59,11430.70,10774.00,12124.00,66.82,104.55
25/06/22 at 12:38AM,18.00,18.00,18.00,0.00,88.20,10812.40,10232.00,11426.00,74.19,100.54
25/06/22 at 12:48AM,18.50,18.00,19.00,0.16,90.65,10955.70,10304.00,11791.00,74.41,101.47
25/06/22 at 12:58AM,5.70,5.00,6.00,0.09,27.93,357.40,84.00,776.00,110.24,32.65
25/06/22 at 01:08AM,15.10,15.00,16.00,0.03,73.99,7634.00,7115.00,8280.00,140.41,79.90
25/06/22 at 01:18AM,2.80,1.00,4.00,0.06,13.72,-1240.10,-1923.00,-780.00,112.29,22.27
25/06/22 at 01:28AM,2.10,2.00,3.00,0.03,10.29,-1795.10,-2400.00,-1228.00,191.29,18.67
25/06/22 at 01:38AM,14.10,14.00,15.00,0.03,69.09,7021.20,5822.00,8416.00,213.52,75.92
25/06/22 at 01:48AM,12.50,12.00,13.00,0.16,61.25,5631.50,4972.00,6094.00,208.55,66.89
25/06/22 at 01:58AM,12.60,12.00,13.00,0.19,61.74,6173.00,5493.00,6730.00,64.19,70.41
25/06/22 at 02:08AM,11.60,11.00,15.00,0.19,56.84,4938.90,4572.00,5586.00,116.02,62.40
25/06/22 at 02:18AM,10.10,9.00,11.00,0.03,49.49,4140.20,3758.00,4488.00,35.04,57.21
25/06/22 at 02:28AM,10.00,9.00,11.00,0.00,49.00,3904.20,3470.00,4230.00,56.23,55.68
25/06/22 at 02:38AM,10.10,10.00,11.00,0.03,49.49,4200.70,3536.00,5085.00,143.03,57.60
25/06/22 at 02:48AM,8.30,8.00,9.00,0.22,40.67,2769.00,2021.00,3302.00,62.61,48.31
25/06/22 at 02:58AM,7.40,7.00,8.00,0.13,36.26,2172.30,1577.00,2465.00,92.56,44.43
25/06/22 at 03:08AM,4.20,4.00,5.00,0.06,20.58,-376.90,-824.00,-67.00,53.79,27.88
25/06/22 at 03:18AM,1.30,1.00,2.00,0.09,6.37,-2995.60,-3427.00,-2445.00,174.12,10.87
25/06/22 at 03:28AM,5.00,4.00,6.00,0.00,24.50,-448.40,-695.00,-24.00,75.45,27.41
25/06/22 at 03:38AM,4.00,3.00,5.00,0.00,19.60,-493.30,-806.00,-283.00,33.74,27.12
25/06/22 at 03:48AM,3.00,3.00,3.00,0.00,14.70,-1610.00,-1862.00,-1157.00,74.00,19.87
25/06/22 at 03:58AM,0.10,0.00,1.00,0.03,0.49,-3639.60,-4330.00,-3106.00,150.40,6.69
25/06/22 at 04:08AM,2.40,2.00,3.00,0.13,11.76,-1792.60,-2054.00,-1462.00,44.71,18.68
25/06/22 at 04:18AM,1.70,1.00,2.00,0.09,8.33,-1832.70,-2573.00,-545.00,234.10,18.42
25/06/22 at 04:28AM,0.80,0.00,1.00,0.06,3.92,-2713.50,-3754.00,-2160.00,163.02,12.70
25/06/22 at 04:38AM,0.60,0.00,1.00,0.19,2.94,-2811.30,-3682.00,-2200.00,100.66,12.07
25/06/22 at 04:48AM,0.20,0.00,1.00,0.06,0.98,-1981.70,-3155.00,-907.00,9.90,17.46
25/06/22 at 04:58AM,0.00,0.00,0.00,0.00,0.00,-3569.00,-4401.00,-3043.00,51.55,7.15
