Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
02/09/22 at 12:07AM,10.00,9.00,11.00,0.00,49.00,3552.60,2827.00,4150.00,142.18,53.39
02/09/22 at 12:17AM,22.00,22.00,22.00,0.00,107.80,13469.70,12948.00,13955.00,33.61,117.79
02/09/22 at 12:27AM,21.40,21.00,22.00,0.19,104.86,13603.30,12715.00,13954.00,25.71,118.66
02/09/22 at 12:37AM,6.20,6.00,7.00,0.25,30.38,928.20,162.00,1712.00,33.58,36.35
02/09/22 at 12:47AM,21.10,21.00,22.00,0.03,103.39,13961.50,13461.00,14597.00,200.96,120.98
02/09/22 at 12:57AM,5.80,5.00,6.00,0.25,28.42,406.20,-46.00,1039.00,143.00,32.96
02/09/22 at 01:07AM,3.50,3.00,4.00,0.16,17.15,-1285.50,-1505.00,-1054.00,64.98,21.98
02/09/22 at 01:17AM,3.10,3.00,4.00,0.03,15.19,-1576.60,-2182.00,-884.00,191.44,20.09
02/09/22 at 01:27AM,8.00,8.00,8.00,0.00,39.20,1753.90,1109.00,2363.00,178.00,41.71
02/09/22 at 01:37AM,4.50,4.00,5.00,0.16,22.05,-313.90,-867.00,246.00,41.71,28.29
02/09/22 at 01:47AM,6.90,6.00,8.00,0.28,33.81,754.40,115.00,1536.00,169.94,35.22
02/09/22 at 01:57AM,8.00,8.00,8.00,0.00,39.20,1282.60,488.00,1787.00,251.27,38.65
02/09/22 at 02:07AM,10.40,8.00,11.00,0.19,50.96,3667.20,2872.00,4784.00,216.68,54.14
02/09/22 at 02:17AM,6.60,6.00,7.00,0.19,32.34,756.60,223.00,1418.00,51.42,35.24
02/09/22 at 02:27AM,4.30,0.00,5.00,0.22,21.07,-68.10,-523.00,278.00,55.37,29.88
02/09/22 at 02:37AM,4.30,4.00,5.00,0.09,21.07,-352.50,-612.00,39.00,5.85,28.04
02/09/22 at 02:47AM,9.00,8.00,10.00,0.00,44.10,2494.20,1552.00,3150.00,54.33,46.52
02/09/22 at 02:57AM,6.70,6.00,7.00,0.22,32.83,986.50,631.00,1315.00,75.10,36.73
02/09/22 at 03:07AM,6.20,6.00,7.00,0.25,30.38,464.90,-31.00,948.00,123.04,33.34
02/09/22 at 03:17AM,8.70,8.00,10.00,0.22,42.63,2318.90,1797.00,3237.00,165.04,45.38
02/09/22 at 03:27AM,13.00,12.00,14.00,0.00,63.70,5848.60,5159.00,6427.00,216.81,68.30
02/09/22 at 03:37AM,6.30,6.00,7.00,0.22,30.87,868.10,633.00,1214.00,13.95,35.96
02/09/22 at 03:47AM,10.00,10.00,10.00,0.00,49.00,3698.20,3076.00,4347.00,140.97,54.34
