Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
11/06/22 at 12:02AM,0.00,0.00,0.00,0.00,0.00,-4162.50,-4800.00,-3923.00,14.70,3.30
11/06/22 at 12:12AM,0.00,0.00,0.00,0.00,0.00,-3953.70,-4954.00,-3029.00,76.43,4.65
11/06/22 at 12:22AM,0.00,0.00,0.00,0.00,0.00,-4056.50,-5085.00,-3065.00,325.24,3.98
11/06/22 at 12:32AM,0.00,0.00,0.00,0.00,0.00,-4556.90,-4927.00,-3844.00,46.83,0.73
11/06/22 at 12:42AM,0.00,0.00,0.00,0.00,0.00,-4069.10,-4899.00,-3251.00,155.87,3.90
11/06/22 at 12:52AM,0.00,0.00,0.00,0.00,0.00,-4490.80,-5093.00,-4004.00,41.36,1.16
11/06/22 at 01:02AM,0.00,0.00,0.00,0.00,0.00,-4336.30,-4961.00,-3852.00,197.55,2.17
11/06/22 at 01:12AM,0.00,0.00,0.00,0.00,0.00,-4091.10,-4926.00,-3632.00,41.46,3.76
11/06/22 at 01:22AM,0.00,0.00,0.00,0.00,0.00,-4075.40,-5457.00,-3546.00,119.66,3.86
11/06/22 at 01:32AM,0.00,0.00,0.00,0.00,0.00,-4228.50,-5040.00,-3474.00,238.59,2.87
11/06/22 at 01:42AM,0.00,0.00,0.00,0.00,0.00,-4825.00,-5664.00,-4128.00,220.41,-1.01
11/06/22 at 01:52AM,0.00,0.00,0.00,0.00,0.00,-4404.60,-4772.00,-3825.00,61.79,1.72
11/06/22 at 02:02AM,0.00,0.00,0.00,0.00,0.00,-4065.60,-4971.00,-3602.00,16.00,3.92
11/06/22 at 02:12AM,0.00,0.00,0.00,0.00,0.00,-4463.40,-5113.00,-3748.00,205.42,1.34
11/06/22 at 02:22AM,0.10,0.00,1.00,0.03,0.49,-3807.20,-4632.00,-2445.00,48.95,5.60
11/06/22 at 02:32AM,0.00,0.00,0.00,0.00,0.00,-3832.40,-4463.00,-2469.00,59.32,5.44
11/06/22 at 02:42AM,0.00,0.00,0.00,0.00,0.00,-3806.40,-4419.00,-3325.00,18.85,5.61
11/06/22 at 02:52AM,0.00,0.00,0.00,0.00,0.00,-4501.60,-4899.00,-3989.00,162.10,1.09
11/06/22 at 03:02AM,0.00,0.00,0.00,0.00,0.00,-4082.40,-4383.00,-3779.00,95.94,3.82
11/06/22 at 03:12AM,0.00,0.00,0.00,0.00,0.00,-3845.30,-4456.00,-3212.00,193.12,5.36
11/06/22 at 03:22AM,0.00,0.00,0.00,0.00,0.00,-4093.00,-4818.00,-3122.00,171.71,3.75
11/06/22 at 03:32AM,0.00,0.00,0.00,0.00,0.00,-4615.50,-5174.00,-3554.00,335.68,0.35
11/06/22 at 03:42AM,0.00,0.00,0.00,0.00,0.00,-4245.40,-5110.00,-3692.00,46.04,2.76
11/06/22 at 03:52AM,0.00,0.00,0.00,0.00,0.00,-4605.00,-5152.00,-4063.00,4.43,0.42
11/06/22 at 04:02AM,0.00,0.00,0.00,0.00,0.00,-4213.50,-4543.00,-3900.00,81.11,2.96
11/06/22 at 04:12AM,0.00,0.00,0.00,0.00,0.00,-4255.60,-5035.00,-3467.00,249.38,2.69
11/06/22 at 04:22AM,0.00,0.00,0.00,0.00,0.00,-4263.60,-5364.00,-3536.00,198.46,2.64
11/06/22 at 04:32AM,0.00,0.00,0.00,0.00,0.00,-4214.30,-5216.00,-3408.00,118.36,2.96
11/06/22 at 04:42AM,0.00,0.00,0.00,0.00,0.00,-4485.20,-4903.00,-3759.00,127.69,1.20
11/06/22 at 04:52AM,0.00,0.00,0.00,0.00,0.00,-3949.10,-4687.00,-3308.00,70.17,4.68
11/06/22 at 05:02AM,0.00,0.00,0.00,0.00,0.00,-3962.10,-4986.00,-3040.00,10.09,4.60
11/06/22 at 05:12AM,0.00,0.00,0.00,0.00,0.00,-4469.50,-5224.00,-3383.00,153.21,1.30
11/06/22 at 05:22AM,0.00,0.00,0.00,0.00,0.00,-4329.70,-5421.00,-3720.00,26.34,2.21
11/06/22 at 05:32AM,0.10,0.00,1.00,0.03,0.49,-4418.10,-5101.00,-4024.00,87.31,1.64
11/06/22 at 05:42AM,0.00,0.00,0.00,0.00,0.00,-4262.90,-5038.00,-3681.00,184.01,2.64
11/06/22 at 05:52AM,0.00,0.00,0.00,0.00,0.00,-4096.30,-4831.00,-3496.00,17.49,3.73
11/06/22 at 06:02AM,0.00,0.00,0.00,0.00,0.00,-4782.30,-5481.00,-3718.00,19.70,-0.73
11/06/22 at 06:12AM,0.00,0.00,0.00,0.00,0.00,-4337.90,-5111.00,-3625.00,225.44,2.16
11/06/22 at 06:23AM,0.00,0.00,0.00,0.00,0.00,-4417.50,-5413.00,-3531.00,186.42,1.64
11/06/22 at 06:33AM,0.00,0.00,0.00,0.00,0.00,-4166.60,-5202.00,-3337.00,94.11,3.27
11/06/22 at 06:43AM,0.00,0.00,0.00,0.00,0.00,-4395.20,-5149.00,-3858.00,8.47,1.78
11/06/22 at 06:53AM,0.00,0.00,0.00,0.00,0.00,-4753.00,-5294.00,-4119.00,109.41,-0.54
11/06/22 at 07:03AM,0.00,0.00,0.00,0.00,0.00,-4420.30,-4823.00,-3932.00,127.34,1.62
