Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
13/08/22 at 12:07AM,0.00,0.00,0.00,0.00,0.00,-4401.00,-5381.00,-2634.00,21.19,1.75
13/08/22 at 12:17AM,0.00,0.00,0.00,0.00,0.00,-4678.90,-5506.00,-3802.00,194.76,-0.06
13/08/22 at 12:27AM,0.00,0.00,0.00,0.00,0.00,-4102.90,-5178.00,-3402.00,339.98,3.68
13/08/22 at 12:37AM,0.00,0.00,0.00,0.00,0.00,-4032.40,-4549.00,-3096.00,58.69,4.14
13/08/22 at 12:47AM,0.00,0.00,0.00,0.00,0.00,-4076.20,-4618.00,-3572.00,21.57,3.86
13/08/22 at 12:57AM,0.00,0.00,0.00,0.00,0.00,-3815.40,-4582.00,-2998.00,226.93,5.55
13/08/22 at 01:07AM,0.00,0.00,0.00,0.00,0.00,-4135.70,-5351.00,-2947.00,375.90,3.47
13/08/22 at 01:17AM,0.00,0.00,0.00,0.00,0.00,-4067.90,-4702.00,-3509.00,91.67,3.91
13/08/22 at 01:27AM,0.00,0.00,0.00,0.00,0.00,-3864.10,-4573.00,-3299.00,224.17,5.23
13/08/22 at 01:37AM,0.00,0.00,0.00,0.00,0.00,-4727.80,-5276.00,-3993.00,24.41,-0.38
13/08/22 at 01:47AM,0.00,0.00,0.00,0.00,0.00,-4392.60,-4885.00,-3443.00,300.29,1.80
13/08/22 at 01:57AM,0.00,0.00,0.00,0.00,0.00,-4101.40,-5222.00,-2835.00,88.35,3.69
13/08/22 at 02:07AM,0.00,0.00,0.00,0.00,0.00,-4031.10,-4697.00,-3344.00,30.71,4.15
13/08/22 at 02:17AM,0.00,0.00,0.00,0.00,0.00,-3248.20,-3952.00,-2243.00,202.32,9.23
13/08/22 at 02:27AM,0.00,0.00,0.00,0.00,0.00,-3950.40,-4641.00,-2990.00,156.72,4.67
13/08/22 at 02:37AM,0.00,0.00,0.00,0.00,0.00,-4064.20,-4731.00,-3450.00,120.42,3.93
13/08/22 at 02:47AM,0.00,0.00,0.00,0.00,0.00,-3866.80,-4694.00,-2996.00,142.24,5.22
13/08/22 at 02:57AM,0.00,0.00,0.00,0.00,0.00,-3867.10,-4856.00,-2402.00,156.25,5.21
13/08/22 at 03:07AM,0.00,0.00,0.00,0.00,0.00,-3939.50,-4486.00,-3334.00,84.27,4.74
13/08/22 at 03:17AM,0.00,0.00,0.00,0.00,0.00,-3991.10,-4517.00,-3534.00,166.30,4.41
13/08/22 at 03:27AM,0.00,0.00,0.00,0.00,0.00,-3825.20,-4700.00,-2634.00,64.76,5.49
13/08/22 at 03:37AM,0.00,0.00,0.00,0.00,0.00,-4266.90,-4734.00,-3224.00,329.79,2.62
13/08/22 at 03:47AM,0.00,0.00,0.00,0.00,0.00,-3748.90,-5422.00,-2496.00,529.08,5.98
13/08/22 at 03:57AM,0.00,0.00,0.00,0.00,0.00,-3896.80,-4698.00,-3446.00,29.03,5.02
13/08/22 at 04:07AM,0.00,0.00,0.00,0.00,0.00,-4336.00,-4957.00,-3488.00,43.32,2.17
13/08/22 at 04:17AM,0.00,0.00,0.00,0.00,0.00,-4096.90,-4939.00,-2932.00,125.19,3.72
13/08/22 at 04:27AM,0.00,0.00,0.00,0.00,0.00,-3761.50,-4466.00,-2927.00,121.59,5.90
13/08/22 at 04:37AM,0.00,0.00,0.00,0.00,0.00,-3943.90,-4492.00,-3311.00,90.16,4.71
13/08/22 at 04:47AM,0.00,0.00,0.00,0.00,0.00,-4338.20,-5101.00,-3326.00,88.48,2.15
13/08/22 at 04:57AM,0.00,0.00,0.00,0.00,0.00,-4418.30,-5096.00,-3929.00,59.86,1.63
13/08/22 at 05:07AM,0.00,0.00,0.00,0.00,0.00,-4328.70,-4850.00,-3369.00,303.48,2.22
13/08/22 at 05:17AM,0.00,0.00,0.00,0.00,0.00,-4269.70,-5038.00,-3647.00,159.79,2.60
