Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
09/08/22 at 12:02AM,0.00,0.00,0.00,0.00,0.00,-3873.80,-4129.00,-3474.00,77.54,5.17
09/08/22 at 12:12AM,0.00,0.00,0.00,0.00,0.00,-3823.10,-4473.00,-2939.00,26.91,5.50
09/08/22 at 12:22AM,0.00,0.00,0.00,0.00,0.00,-3418.20,-4244.00,-2465.00,261.14,8.13
09/08/22 at 12:32AM,0.00,0.00,0.00,0.00,0.00,-3884.50,-4445.00,-3099.00,34.63,5.10
09/08/22 at 12:42AM,0.00,0.00,0.00,0.00,0.00,-3851.40,-4873.00,-2489.00,323.06,5.32
09/08/22 at 12:52AM,0.00,0.00,0.00,0.00,0.00,-4503.30,-5284.00,-4102.00,114.57,1.08
09/08/22 at 01:02AM,0.00,0.00,0.00,0.00,0.00,-4399.40,-4971.00,-3437.00,304.34,1.76
09/08/22 at 01:12AM,0.00,0.00,0.00,0.00,0.00,-4115.50,-4463.00,-3676.00,64.67,3.60
09/08/22 at 01:23AM,0.00,0.00,0.00,0.00,0.00,-4096.50,-4798.00,-2857.00,106.41,3.72
09/08/22 at 01:33AM,0.00,0.00,0.00,0.00,0.00,-3693.20,-4721.00,-2417.00,226.17,6.34
09/08/22 at 01:43AM,0.00,0.00,0.00,0.00,0.00,-4249.80,-4822.00,-3144.00,91.14,2.73
09/08/22 at 01:53AM,0.00,0.00,0.00,0.00,0.00,-3937.70,-5028.00,-2988.00,63.97,4.76
09/08/22 at 02:03AM,0.00,0.00,0.00,0.00,0.00,-3840.20,-4445.00,-3266.00,21.76,5.39
09/08/22 at 02:13AM,0.00,0.00,0.00,0.00,0.00,-4599.60,-5575.00,-3575.00,145.97,0.46
09/08/22 at 02:23AM,0.00,0.00,0.00,0.00,0.00,-3677.70,-4191.00,-3086.00,162.32,6.44
09/08/22 at 02:33AM,0.00,0.00,0.00,0.00,0.00,-4288.20,-5552.00,-3322.00,399.65,2.48
09/08/22 at 02:43AM,0.00,0.00,0.00,0.00,0.00,-4099.10,-4553.00,-3680.00,132.53,3.71
09/08/22 at 02:53AM,0.00,0.00,0.00,0.00,0.00,-4005.40,-4746.00,-3414.00,234.20,4.32
09/08/22 at 03:03AM,0.00,0.00,0.00,0.00,0.00,-3778.60,-4948.00,-2610.00,369.80,5.79
09/08/22 at 03:13AM,0.00,0.00,0.00,0.00,0.00,-4545.70,-5320.00,-3696.00,244.86,0.81
09/08/22 at 03:23AM,0.00,0.00,0.00,0.00,0.00,-4032.30,-4504.00,-3576.00,130.82,4.14
09/08/22 at 03:33AM,0.00,0.00,0.00,0.00,0.00,-3844.70,-4629.00,-2801.00,125.95,5.36
09/08/22 at 03:43AM,0.00,0.00,0.00,0.00,0.00,-3558.60,-4321.00,-2108.00,6.13,7.22
09/08/22 at 03:53AM,0.10,0.00,1.00,0.03,0.49,-4725.70,-5460.00,-3989.00,76.12,-0.36
09/08/22 at 04:03AM,0.00,0.00,0.00,0.00,0.00,-4375.80,-4878.00,-4020.00,112.51,1.91
09/08/22 at 04:13AM,0.00,0.00,0.00,0.00,0.00,-4288.60,-4731.00,-3865.00,20.43,2.48
09/08/22 at 04:23AM,0.00,0.00,0.00,0.00,0.00,-3877.10,-4431.00,-3141.00,232.78,5.15
09/08/22 at 04:33AM,0.00,0.00,0.00,0.00,0.00,-4527.80,-4807.00,-3863.00,87.85,0.92
09/08/22 at 04:43AM,0.00,0.00,0.00,0.00,0.00,-4394.30,-5275.00,-3845.00,107.93,1.79
09/08/22 at 04:53AM,0.00,0.00,0.00,0.00,0.00,-3528.00,-4085.00,-2793.00,176.14,7.42
09/08/22 at 05:03AM,0.00,0.00,0.00,0.00,0.00,-4333.40,-4804.00,-3967.00,115.87,2.19
09/08/22 at 05:13AM,0.00,0.00,0.00,0.00,0.00,-4099.50,-4626.00,-3636.00,87.75,3.70
09/08/22 at 05:23AM,0.00,0.00,0.00,0.00,0.00,-4371.20,-5451.00,-3371.00,316.29,1.94
09/08/22 at 05:33AM,0.00,0.00,0.00,0.00,0.00,-3933.70,-4534.00,-3410.00,44.49,4.78
09/08/22 at 05:43AM,0.00,0.00,0.00,0.00,0.00,-4095.60,-4375.00,-3815.00,18.53,3.73
09/08/22 at 05:53AM,0.00,0.00,0.00,0.00,0.00,-4337.50,-5313.00,-2958.00,132.34,2.16
09/08/22 at 06:03AM,0.00,0.00,0.00,0.00,0.00,-4572.20,-5318.00,-3886.00,14.80,0.64
09/08/22 at 06:13AM,0.00,0.00,0.00,0.00,0.00,-4207.50,-4810.00,-3493.00,70.36,3.00
09/08/22 at 06:23AM,0.00,0.00,0.00,0.00,0.00,-4282.30,-4871.00,-3626.00,167.19,2.52
09/08/22 at 06:33AM,0.00,0.00,0.00,0.00,0.00,-4124.20,-4769.00,-2757.00,203.90,3.54
09/08/22 at 06:43AM,0.00,0.00,0.00,0.00,0.00,-3869.50,-4659.00,-3258.00,153.53,5.20
09/08/22 at 06:53AM,0.00,0.00,0.00,0.00,0.00,-3379.20,-3840.00,-2717.00,145.72,8.38
09/08/22 at 07:03AM,0.30,0.00,2.00,0.09,1.47,-3286.50,-3636.00,-2984.00,71.31,8.98
09/08/22 at 07:13AM,1.20,1.00,2.00,0.25,5.88,-2790.60,-3275.00,-2530.00,77.03,12.20
09/08/22 at 07:23AM,2.50,2.00,3.00,0.16,12.25,-2014.90,-2439.00,-1789.00,52.15,17.24
09/08/22 at 07:33AM,3.80,3.00,4.00,0.06,18.62,-1233.30,-1763.00,-805.00,23.18,22.32
09/08/22 at 07:43AM,5.00,5.00,5.00,0.00,24.50,-353.20,-945.00,51.00,119.28,28.03
09/08/22 at 07:53AM,6.20,6.00,7.00,0.06,30.38,61.00,-99.00,481.00,26.88,30.72
09/08/22 at 08:03AM,7.60,7.00,8.00,0.19,37.24,392.50,31.00,652.00,62.77,32.87
09/08/22 at 08:14AM,9.00,8.00,10.00,0.00,44.10,1597.60,1343.00,1959.00,36.81,40.70
09/08/22 at 08:24AM,9.70,9.00,10.00,0.09,47.53,2039.10,1637.00,2527.00,87.25,43.57
