Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
05/07/22 at 12:04AM,21.40,21.00,22.00,0.13,104.86,14389.90,13880.00,15030.00,132.78,123.77
05/07/22 at 12:14AM,21.20,21.00,22.00,0.06,103.88,13992.10,13096.00,14796.00,283.37,121.18
05/07/22 at 12:24AM,21.00,20.00,22.00,0.00,102.90,13732.10,13412.00,14080.00,78.77,119.49
05/07/22 at 12:34AM,20.10,19.00,21.00,0.03,98.49,12424.90,11643.00,12877.00,5.09,111.01
05/07/22 at 12:44AM,19.80,19.00,20.00,0.06,97.02,13075.20,12619.00,13876.00,36.75,115.23
05/07/22 at 12:54AM,19.90,19.00,20.00,0.03,97.51,12489.70,11695.00,13546.00,112.80,111.43
05/07/22 at 01:04AM,19.40,19.00,20.00,0.13,95.06,11975.70,11396.00,12630.00,162.13,108.09
05/07/22 at 01:14AM,18.80,18.00,19.00,0.06,92.12,12050.90,11754.00,12435.00,16.48,108.58
05/07/22 at 01:24AM,18.10,18.00,19.00,0.03,88.69,11169.60,10508.00,11488.00,74.12,102.85
05/07/22 at 01:34AM,17.80,17.00,19.00,0.06,87.22,10286.70,9582.00,10925.00,131.77,97.12
05/07/22 at 01:44AM,17.10,17.00,18.00,0.03,83.79,10118.60,9741.00,10679.00,119.41,96.03
05/07/22 at 01:54AM,16.50,16.00,17.00,0.16,80.85,9767.70,9389.00,10128.00,59.55,93.75
05/07/22 at 02:04AM,16.00,15.00,17.00,0.00,78.40,9426.30,8943.00,10101.00,152.83,91.53
05/07/22 at 02:14AM,15.60,15.00,16.00,0.19,76.44,8699.30,7958.00,9464.00,106.35,86.81
05/07/22 at 02:24AM,14.80,14.00,15.00,0.25,72.52,8345.60,7719.00,8782.00,198.15,84.52
05/07/22 at 02:34AM,14.30,14.00,15.00,0.09,70.07,7639.80,6837.00,8480.00,253.87,79.93
05/07/22 at 02:44AM,13.70,13.00,14.00,0.22,67.13,7168.60,6399.00,7780.00,8.35,76.87
05/07/22 at 02:54AM,13.10,13.00,14.00,0.03,64.19,6624.50,6144.00,7225.00,83.96,73.34
05/07/22 at 03:04AM,12.10,12.00,13.00,0.03,59.29,5655.80,5248.00,5939.00,32.51,67.05
05/07/22 at 03:14AM,11.50,11.00,12.00,0.16,56.35,5012.90,4402.00,5450.00,47.40,62.88
05/07/22 at 03:24AM,10.70,10.00,11.00,0.09,52.43,4310.50,3924.00,4735.00,61.19,58.31
05/07/22 at 03:34AM,9.90,9.00,10.00,0.03,48.51,4358.10,3987.00,4818.00,117.35,58.62
05/07/22 at 03:44AM,9.50,9.00,11.00,0.16,46.55,3331.90,2561.00,4019.00,25.96,51.96
05/07/22 at 03:54AM,8.70,8.00,9.00,0.09,42.63,2952.50,2374.00,3616.00,115.58,49.50
05/07/22 at 04:04AM,8.10,7.00,9.00,0.03,39.69,2312.10,1704.00,2662.00,192.30,45.34
05/07/22 at 04:14AM,7.80,7.00,14.00,0.25,38.22,2209.30,1698.00,2885.00,145.88,44.67
05/07/22 at 04:24AM,6.60,6.00,7.00,0.19,32.34,1750.50,1559.00,2095.00,43.48,41.69
05/07/22 at 04:34AM,6.10,5.00,7.00,0.28,29.89,601.80,99.00,1343.00,80.26,34.23
05/07/22 at 04:44AM,5.20,5.00,6.00,0.06,25.48,39.20,-527.00,432.00,66.15,30.58
