Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
28/08/22 at 12:09AM,0.00,0.00,0.00,0.00,0.00,-4010.20,-4460.00,-3443.00,179.36,4.28
28/08/22 at 12:19AM,0.00,0.00,0.00,0.00,0.00,-4101.90,-4759.00,-3474.00,176.74,3.69
28/08/22 at 12:29AM,0.00,0.00,0.00,0.00,0.00,-3735.60,-4357.00,-2905.00,262.66,6.07
28/08/22 at 12:39AM,0.00,0.00,0.00,0.00,0.00,-4492.50,-5173.00,-3614.00,74.79,1.15
28/08/22 at 12:50AM,0.00,0.00,0.00,0.00,0.00,-3969.40,-4807.00,-2764.00,113.34,4.55
28/08/22 at 01:00AM,0.00,0.00,0.00,0.00,0.00,-3910.60,-4667.00,-3245.00,11.89,4.93
28/08/22 at 01:10AM,0.00,0.00,0.00,0.00,0.00,-4194.70,-5357.00,-3052.00,317.90,3.09
28/08/22 at 01:20AM,0.00,0.00,0.00,0.00,0.00,-4077.90,-4937.00,-3449.00,124.63,3.84
28/08/22 at 01:30AM,0.00,0.00,0.00,0.00,0.00,-4159.60,-5053.00,-3793.00,70.71,3.31
28/08/22 at 01:40AM,0.00,0.00,0.00,0.00,0.00,-4335.60,-5140.00,-3437.00,130.10,2.17
28/08/22 at 01:50AM,0.00,0.00,0.00,0.00,0.00,-4063.80,-4797.00,-3428.00,122.76,3.94
28/08/22 at 02:00AM,0.00,0.00,0.00,0.00,0.00,-3557.60,-4395.00,-2956.00,12.21,7.22
28/08/22 at 02:10AM,0.00,0.00,0.00,0.00,0.00,-3389.50,-3888.00,-3014.00,118.74,8.31
28/08/22 at 02:20AM,0.00,0.00,0.00,0.00,0.00,-2905.00,-3456.00,-2050.00,270.37,11.46
28/08/22 at 02:30AM,0.40,0.00,1.00,0.19,1.96,-2968.10,-3516.00,-1863.00,42.41,11.05
28/08/22 at 02:40AM,1.30,1.00,2.00,0.09,6.37,-2463.80,-2900.00,-1875.00,57.49,14.33
28/08/22 at 02:50AM,3.00,3.00,3.00,0.00,14.70,-1608.50,-2225.00,-878.00,26.41,19.88
28/08/22 at 03:00AM,4.10,4.00,5.00,0.03,20.09,-795.40,-1267.00,-358.00,24.54,25.16
28/08/22 at 03:10AM,5.50,5.00,6.00,0.16,26.95,-77.10,-369.00,103.00,1.87,29.82
28/08/22 at 03:20AM,6.70,6.00,7.00,0.09,32.83,191.30,-47.00,421.00,6.55,31.57
28/08/22 at 03:30AM,7.90,7.00,9.00,0.35,38.71,1125.40,649.00,1604.00,24.54,37.63
28/08/22 at 03:40AM,8.70,8.00,9.00,0.09,42.63,2136.10,1298.00,2858.00,125.89,44.20
28/08/22 at 03:50AM,9.40,9.00,10.00,0.19,46.06,2033.30,1506.00,2711.00,100.02,43.53
28/08/22 at 04:00AM,10.60,6.00,12.00,0.13,51.94,3217.70,2765.00,3618.00,12.11,51.22
28/08/22 at 04:10AM,11.60,11.00,12.00,0.13,56.84,4478.70,3897.00,5122.00,22.04,59.41
28/08/22 at 04:20AM,5.90,5.00,6.00,0.03,28.91,419.00,-29.00,1202.00,52.18,33.05
28/08/22 at 04:30AM,10.60,10.00,12.00,0.19,51.94,3090.00,2067.00,4038.00,160.96,50.39
28/08/22 at 04:40AM,15.40,15.00,16.00,0.13,75.46,6196.10,5247.00,6945.00,89.52,70.56
28/08/22 at 04:50AM,15.40,15.00,17.00,0.13,75.46,6188.90,4838.00,6751.00,177.75,70.51
28/08/22 at 05:00AM,16.10,16.00,17.00,0.03,78.89,7099.70,5723.00,8152.00,141.45,76.43
28/08/22 at 05:10AM,16.80,16.00,17.00,0.06,82.32,7131.10,6425.00,7991.00,91.67,76.63
28/08/22 at 05:20AM,18.20,18.00,19.00,0.06,89.18,9147.90,7790.00,10372.00,26.91,89.73
28/08/22 at 05:30AM,17.70,17.00,18.00,0.22,86.73,9767.20,8746.00,10656.00,18.09,93.75
28/08/22 at 05:40AM,17.50,17.00,18.00,0.16,85.75,8409.30,7023.00,10169.00,227.15,84.93
28/08/22 at 05:50AM,17.50,17.00,18.00,0.16,85.75,9059.10,7948.00,10729.00,110.71,89.15
28/08/22 at 06:00AM,18.10,18.00,19.00,0.03,88.69,9690.80,8276.00,11023.00,333.24,93.25
28/08/22 at 06:10AM,18.20,18.00,19.00,0.06,89.18,10233.50,9207.00,11502.00,119.69,96.78
28/08/22 at 06:20AM,18.00,17.00,19.00,0.00,88.20,10627.00,9803.00,11116.00,75.26,99.33
28/08/22 at 06:30AM,18.30,17.00,19.00,0.09,89.67,10553.40,9799.00,11355.00,199.73,98.85
28/08/22 at 06:40AM,16.00,15.00,17.00,0.00,78.40,8484.20,7851.00,9837.00,184.74,85.42
28/08/22 at 06:50AM,20.50,20.00,21.00,0.16,100.45,12949.40,12350.00,13665.00,174.05,114.41
28/08/22 at 07:00AM,20.10,20.00,21.00,0.03,98.49,12501.10,11824.00,13213.00,202.42,111.50
28/08/22 at 07:10AM,18.60,18.00,19.00,0.13,91.14,10635.90,9947.00,11044.00,51.58,99.39
28/08/22 at 07:20AM,22.20,22.00,23.00,0.06,108.78,14704.50,13881.00,15194.00,165.55,125.81
28/08/22 at 07:30AM,21.70,21.00,22.00,0.22,106.33,13926.90,12966.00,15151.00,120.77,120.76
28/08/22 at 07:40AM,10.90,10.00,12.00,0.28,53.41,5271.40,4741.00,5753.00,23.53,64.55
28/08/22 at 07:51AM,23.40,23.00,24.00,0.13,114.66,15534.80,14590.00,16365.00,68.87,131.20
28/08/22 at 08:01AM,10.10,10.00,11.00,0.03,49.49,4254.20,3915.00,4892.00,150.46,57.95
28/08/22 at 08:11AM,22.30,21.00,23.00,0.09,109.27,14247.70,13981.00,14749.00,158.52,122.84
28/08/22 at 08:21AM,5.70,5.00,6.00,0.22,27.93,789.00,-50.00,1416.00,134.71,35.45
28/08/22 at 08:31AM,4.50,3.00,5.00,0.16,22.05,-223.90,-458.00,163.00,21.22,28.87
28/08/22 at 08:41AM,7.00,6.00,8.00,0.00,34.30,644.00,326.00,1018.00,21.82,34.51
28/08/22 at 08:51AM,8.10,8.00,9.00,0.03,39.69,1529.80,933.00,2527.00,32.19,40.26
28/08/22 at 09:01AM,19.90,19.00,20.00,0.03,97.51,10450.50,9033.00,12039.00,98.50,98.19
28/08/22 at 09:11AM,6.00,5.00,7.00,0.00,29.40,559.70,27.00,888.00,30.45,33.96
28/08/22 at 09:21AM,6.40,6.00,7.00,0.19,31.36,790.80,366.00,1143.00,69.19,35.46
28/08/22 at 09:31AM,9.90,9.00,10.00,0.03,48.51,2506.60,1836.00,3239.00,212.06,46.60
28/08/22 at 09:41AM,5.30,5.00,7.00,0.09,25.97,-294.60,-996.00,226.00,182.27,28.41
28/08/22 at 09:51AM,12.10,11.00,13.00,0.28,59.29,4408.80,4019.00,5390.00,310.28,58.95
28/08/22 at 10:01AM,4.80,4.00,5.00,0.06,23.52,-162.20,-463.00,158.00,20.81,29.27
28/08/22 at 10:11AM,7.30,7.00,8.00,0.22,35.77,1391.80,501.00,1953.00,169.12,39.36
28/08/22 at 10:21AM,4.90,4.00,6.00,0.03,24.01,-307.40,-1033.00,50.00,125.42,28.33
28/08/22 at 10:31AM,7.10,7.00,8.00,0.03,34.79,935.50,54.00,1603.00,278.75,36.40
28/08/22 at 10:41AM,13.30,13.00,14.00,0.22,65.17,6114.90,5499.00,6464.00,47.09,70.03
28/08/22 at 10:51AM,3.20,3.00,4.00,0.25,15.68,-1184.10,-1502.00,-831.00,36.33,22.64
28/08/22 at 11:01AM,7.10,7.00,8.00,0.03,34.79,1233.10,523.00,1978.00,123.04,38.33
28/08/22 at 11:11AM,3.40,2.00,5.00,0.13,16.66,-1195.90,-1746.00,-707.00,173.96,22.56
28/08/22 at 11:21AM,5.80,4.00,6.00,0.06,28.42,285.40,-4.00,811.00,91.52,32.18
28/08/22 at 11:31AM,9.40,9.00,10.00,0.19,46.06,3034.40,2555.00,3861.00,145.28,50.03
28/08/22 at 11:41AM,2.80,2.00,4.00,0.06,13.72,-1276.70,-1865.00,-652.00,21.72,22.03
28/08/22 at 11:51AM,5.60,5.00,6.00,0.19,27.44,49.40,-503.00,593.00,27.01,30.65
28/08/22 at 12:01PM,7.30,7.00,8.00,0.22,35.77,1023.10,388.00,1877.00,200.84,36.97
28/08/22 at 12:11PM,3.40,3.00,4.00,0.19,16.66,-852.40,-1373.00,-297.00,164.63,24.79
28/08/22 at 12:21PM,3.40,3.00,4.00,0.19,16.66,-845.00,-1536.00,-376.00,43.01,24.84
28/08/22 at 12:31PM,3.90,3.00,4.00,0.03,19.11,-964.20,-1564.00,-442.00,23.46,24.06
28/08/22 at 12:41PM,3.10,3.00,4.00,0.03,15.19,-1537.90,-2062.00,-963.00,89.21,20.34
28/08/22 at 12:51PM,2.00,2.00,2.00,0.00,9.80,-2172.60,-2402.00,-1733.00,9.99,16.22
28/08/22 at 01:01PM,1.70,0.00,3.00,0.09,8.33,-2135.00,-3131.00,-1220.00,289.35,16.46
28/08/22 at 01:11PM,2.70,2.00,4.00,0.09,13.23,-1575.60,-1853.00,-1351.00,62.42,20.09
28/08/22 at 01:21PM,2.10,1.00,3.00,0.03,10.29,-1975.60,-2390.00,-1195.00,23.91,17.50
28/08/22 at 01:31PM,2.00,1.00,3.00,0.00,9.80,-1968.10,-2763.00,-1409.00,67.32,17.54
28/08/22 at 01:41PM,1.50,1.00,3.00,0.16,7.35,-1956.70,-2612.00,-1451.00,101.10,17.62
28/08/22 at 01:51PM,0.80,0.00,1.00,0.06,3.92,-2478.40,-3460.00,-1397.00,79.56,14.23
28/08/22 at 02:01PM,0.00,0.00,0.00,0.00,0.00,-2869.30,-3635.00,-1781.00,186.04,11.69
28/08/22 at 02:11PM,0.00,0.00,0.00,0.00,0.00,-3078.80,-3822.00,-2402.00,57.93,10.33
28/08/22 at 02:21PM,0.20,0.00,2.00,0.06,0.98,-2982.10,-3875.00,-1565.00,273.82,10.96
28/08/22 at 02:31PM,0.00,0.00,0.00,0.00,0.00,-3155.60,-3827.00,-2389.00,40.29,9.83
28/08/22 at 02:41PM,0.00,0.00,0.00,0.00,0.00,-4166.40,-4419.00,-3900.00,79.88,3.27
28/08/22 at 02:51PM,0.00,0.00,0.00,0.00,0.00,-4596.90,-5011.00,-4115.00,152.39,0.47
28/08/22 at 03:01PM,0.00,0.00,0.00,0.00,0.00,-3837.40,-4350.00,-3340.00,0.44,5.41
28/08/22 at 03:11PM,0.00,0.00,0.00,0.00,0.00,-4261.00,-4797.00,-3688.00,71.47,2.66
28/08/22 at 03:21PM,0.10,0.00,1.00,0.03,0.49,-4129.30,-4861.00,-3585.00,47.34,3.51
28/08/22 at 03:31PM,0.00,0.00,0.00,0.00,0.00,-3770.10,-4491.00,-2363.00,227.97,5.84
28/08/22 at 03:41PM,0.00,0.00,0.00,0.00,0.00,-4022.40,-5216.00,-3028.00,133.32,4.21
28/08/22 at 03:51PM,0.00,0.00,0.00,0.00,0.00,-4634.80,-5446.00,-3794.00,62.04,0.23
28/08/22 at 04:01PM,0.00,0.00,0.00,0.00,0.00,-4463.00,-5062.00,-3846.00,60.72,1.34
28/08/22 at 04:11PM,0.00,0.00,0.00,0.00,0.00,-4228.60,-5226.00,-3052.00,14.04,2.87
28/08/22 at 04:22PM,0.00,0.00,0.00,0.00,0.00,-4599.00,-5457.00,-3601.00,60.40,0.46
28/08/22 at 04:32PM,0.00,0.00,0.00,0.00,0.00,-4413.30,-5055.00,-3879.00,125.00,1.67
28/08/22 at 04:42PM,0.00,0.00,0.00,0.00,0.00,-3681.30,-4459.00,-2724.00,49.24,6.42
28/08/22 at 04:52PM,0.00,0.00,0.00,0.00,0.00,-4241.90,-4839.00,-3474.00,188.82,2.78
28/08/22 at 05:02PM,0.00,0.00,0.00,0.00,0.00,-3979.40,-4575.00,-2925.00,218.01,4.48
28/08/22 at 05:12PM,0.00,0.00,0.00,0.00,0.00,-4205.40,-5176.00,-3302.00,306.93,3.02
28/08/22 at 05:22PM,0.00,0.00,0.00,0.00,0.00,-4194.00,-5007.00,-3605.00,257.09,3.09
28/08/22 at 05:32PM,0.00,0.00,0.00,0.00,0.00,-4299.40,-5214.00,-2890.00,2.40,2.41
28/08/22 at 05:42PM,0.00,0.00,0.00,0.00,0.00,-4443.40,-5008.00,-3809.00,74.50,1.47
28/08/22 at 05:52PM,0.00,0.00,0.00,0.00,0.00,-3821.20,-4595.00,-3177.00,182.84,5.51
28/08/22 at 06:02PM,0.00,0.00,0.00,0.00,0.00,-4171.80,-4741.00,-3688.00,61.60,3.24
28/08/22 at 06:12PM,0.00,0.00,0.00,0.00,0.00,-3666.40,-4257.00,-3044.00,162.73,6.52
28/08/22 at 06:22PM,0.00,0.00,0.00,0.00,0.00,-4162.00,-5585.00,-2854.00,91.07,3.30
28/08/22 at 06:32PM,0.00,0.00,0.00,0.00,0.00,-3999.30,-4554.00,-3075.00,100.47,4.36
28/08/22 at 06:42PM,0.00,0.00,0.00,0.00,0.00,-4630.70,-5040.00,-3682.00,95.91,0.26
28/08/22 at 06:52PM,0.00,0.00,0.00,0.00,0.00,-4127.50,-4935.00,-3172.00,8.06,3.52
28/08/22 at 07:02PM,0.00,0.00,0.00,0.00,0.00,-3639.50,-4743.00,-2540.00,295.51,6.69
28/08/22 at 07:12PM,0.00,0.00,0.00,0.00,0.00,-3674.50,-4734.00,-2486.00,90.28,6.46
28/08/22 at 07:22PM,0.00,0.00,0.00,0.00,0.00,-4642.20,-5608.00,-3512.00,225.41,0.18
28/08/22 at 07:32PM,0.00,0.00,0.00,0.00,0.00,-3821.00,-4399.00,-3214.00,10.44,5.51
28/08/22 at 07:42PM,0.00,0.00,0.00,0.00,0.00,-4391.50,-5228.00,-3722.00,69.41,1.81
28/08/22 at 07:52PM,0.00,0.00,0.00,0.00,0.00,-4039.30,-4520.00,-3348.00,79.15,4.10
28/08/22 at 08:02PM,0.00,0.00,0.00,0.00,0.00,-4083.30,-4755.00,-3619.00,146.82,3.81
28/08/22 at 08:12PM,0.00,0.00,0.00,0.00,0.00,-4181.50,-5410.00,-3132.00,388.49,3.17
28/08/22 at 08:22PM,0.00,0.00,0.00,0.00,0.00,-3711.00,-4342.00,-2972.00,142.62,6.23
28/08/22 at 08:32PM,0.30,0.00,3.00,0.09,1.47,-4191.60,-5028.00,-2486.00,121.87,3.11
28/08/22 at 08:42PM,0.00,0.00,0.00,0.00,0.00,-4408.50,-4863.00,-3832.00,38.11,1.70
28/08/22 at 08:52PM,0.00,0.00,0.00,0.00,0.00,-3709.30,-4461.00,-2718.00,237.71,6.24
28/08/22 at 09:02PM,0.00,0.00,0.00,0.00,0.00,-3920.50,-4778.00,-2703.00,271.17,4.87
28/08/22 at 08:17PM,19.70,16.00,21.00,0.41,96.53,10371.90,9618.00,11033.00,4.08,97.67
28/08/22 at 08:27PM,18.10,18.00,19.00,0.03,88.69,9176.00,7722.00,10468.00,69.89,89.91
28/08/22 at 08:37PM,11.00,11.00,11.00,0.00,53.90,3036.40,1912.00,4190.00,84.88,50.04
28/08/22 at 08:47PM,19.40,19.00,20.00,0.13,95.06,9822.80,8353.00,10882.00,464.79,94.11
28/08/22 at 08:57PM,19.90,19.00,20.00,0.03,97.51,10859.20,8056.00,13006.00,886.45,100.84
28/08/22 at 09:07PM,20.00,20.00,20.00,0.00,98.00,12240.30,11570.00,12632.00,123.87,109.81
28/08/22 at 09:17PM,19.90,19.00,20.00,0.03,97.51,12518.00,11951.00,13182.00,81.27,111.61
28/08/22 at 09:27PM,20.00,19.00,21.00,0.00,98.00,12700.60,12138.00,13434.00,177.91,112.80
28/08/22 at 09:37PM,17.90,17.00,18.00,0.03,87.71,10741.20,10419.00,11201.00,72.80,100.07
28/08/22 at 09:47PM,19.60,19.00,20.00,0.13,96.04,11920.60,11114.00,12590.00,90.00,107.73
28/08/22 at 09:57PM,19.20,19.00,20.00,0.06,94.08,11671.30,10733.00,12688.00,70.42,106.11
28/08/22 at 10:07PM,18.80,18.00,20.00,0.25,92.12,11732.30,10894.00,12225.00,28.05,106.51
28/08/22 at 10:17PM,18.60,18.00,19.00,0.13,91.14,11183.70,10535.00,11791.00,132.09,102.95
28/08/22 at 10:27PM,16.20,16.00,17.00,0.06,79.38,9177.50,8780.00,9533.00,77.95,89.92
28/08/22 at 10:37PM,12.80,12.00,13.00,0.06,62.72,6330.40,5809.00,6845.00,22.33,71.43
28/08/22 at 10:47PM,11.00,10.00,12.00,0.00,53.90,4665.10,4068.00,5584.00,36.33,60.62
28/08/22 at 10:57PM,12.80,12.00,14.00,0.25,62.72,6356.70,5810.00,7025.00,65.68,71.60
28/08/22 at 11:07PM,18.20,17.00,19.00,0.06,89.18,10612.50,9592.00,11652.00,84.59,99.24
28/08/22 at 11:17PM,18.80,18.00,19.00,0.06,92.12,11308.80,10698.00,11781.00,68.68,103.76
28/08/22 at 11:27PM,17.80,17.00,18.00,0.06,87.22,10470.90,10154.00,10708.00,1.93,98.32
28/08/22 at 11:37PM,15.70,15.00,16.00,0.09,76.93,8393.80,7607.00,9483.00,74.25,84.83
28/08/22 at 11:47PM,16.40,16.00,17.00,0.13,80.36,9245.60,8413.00,9707.00,151.03,90.36
28/08/22 at 11:57PM,14.50,14.00,15.00,0.16,71.05,7674.80,7428.00,8044.00,64.45,80.16
