Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
15/06/22 at 12:05AM,0.00,0.00,0.00,0.00,0.00,-4246.00,-5516.00,-3536.00,401.61,2.75
15/06/22 at 12:15AM,0.00,0.00,0.00,0.00,0.00,-3925.50,-5008.00,-2378.00,231.64,4.83
15/06/22 at 12:25AM,0.00,0.00,0.00,0.00,0.00,-3619.60,-4370.00,-2991.00,154.45,6.82
15/06/22 at 12:35AM,0.00,0.00,0.00,0.00,0.00,-4047.60,-5280.00,-3119.00,204.79,4.04
15/06/22 at 12:45AM,0.00,0.00,0.00,0.00,0.00,-4381.10,-4996.00,-3405.00,308.67,1.88
15/06/22 at 12:55AM,0.00,0.00,0.00,0.00,0.00,-3794.60,-4411.00,-2865.00,293.97,5.68
15/06/22 at 01:06AM,0.00,0.00,0.00,0.00,0.00,-4199.70,-4879.00,-3162.00,28.68,3.05
15/06/22 at 01:16AM,0.00,0.00,0.00,0.00,0.00,-3966.40,-4690.00,-3272.00,166.53,4.57
15/06/22 at 01:26AM,0.00,0.00,0.00,0.00,0.00,-4381.00,-5346.00,-3376.00,64.51,1.88
15/06/22 at 01:36AM,0.00,0.00,0.00,0.00,0.00,-3916.00,-5279.00,-2848.00,35.42,4.90
15/06/22 at 01:46AM,0.00,0.00,0.00,0.00,0.00,-4279.50,-4689.00,-3774.00,104.20,2.54
15/06/22 at 01:56AM,0.00,0.00,0.00,0.00,0.00,-4388.00,-4825.00,-4111.00,56.60,1.83
15/06/22 at 02:06AM,0.00,0.00,0.00,0.00,0.00,-4462.80,-4981.00,-3814.00,188.72,1.35
15/06/22 at 02:16AM,0.00,0.00,0.00,0.00,0.00,-4401.10,-5072.00,-3875.00,166.37,1.75
15/06/22 at 02:26AM,0.00,0.00,0.00,0.00,0.00,-4709.50,-5464.00,-4040.00,38.11,-0.26
15/06/22 at 02:36AM,0.00,0.00,0.00,0.00,0.00,-4461.50,-4948.00,-3716.00,50.44,1.35
15/06/22 at 02:46AM,0.00,0.00,0.00,0.00,0.00,-4372.90,-5001.00,-3896.00,150.81,1.93
15/06/22 at 02:56AM,0.00,0.00,0.00,0.00,0.00,-4159.20,-5614.00,-3178.00,193.91,3.32
15/06/22 at 03:06AM,0.00,0.00,0.00,0.00,0.00,-4330.50,-5216.00,-3302.00,15.34,2.20
15/06/22 at 03:16AM,0.00,0.00,0.00,0.00,0.00,-4053.20,-5165.00,-3253.00,165.96,4.01
15/06/22 at 03:26AM,0.00,0.00,0.00,0.00,0.00,-4450.20,-5048.00,-2786.00,526.27,1.43
15/06/22 at 03:36AM,0.00,0.00,0.00,0.00,0.00,-4128.40,-4950.00,-2819.00,114.60,3.52
15/06/22 at 03:46AM,0.00,0.00,0.00,0.00,0.00,-4103.90,-4918.00,-3387.00,238.15,3.68
15/06/22 at 03:56AM,0.00,0.00,0.00,0.00,0.00,-4377.30,-4983.00,-3481.00,283.43,1.90
15/06/22 at 04:06AM,0.00,0.00,0.00,0.00,0.00,-4411.20,-5043.00,-3639.00,244.19,1.68
15/06/22 at 04:16AM,0.00,0.00,0.00,0.00,0.00,-4427.50,-5544.00,-3233.00,353.07,1.57
15/06/22 at 04:26AM,0.00,0.00,0.00,0.00,0.00,-4331.00,-5068.00,-3644.00,217.25,2.20
15/06/22 at 04:36AM,0.00,0.00,0.00,0.00,0.00,-3986.70,-5130.00,-3382.00,135.57,4.44
15/06/22 at 04:46AM,0.00,0.00,0.00,0.00,0.00,-4120.40,-4384.00,-3415.00,9.61,3.57
15/06/22 at 04:56AM,0.00,0.00,0.00,0.00,0.00,-4261.80,-4956.00,-3684.00,160.71,2.65
15/06/22 at 05:06AM,0.00,0.00,0.00,0.00,0.00,-4180.50,-5151.00,-3158.00,159.54,3.18
15/06/22 at 05:16AM,0.00,0.00,0.00,0.00,0.00,-4730.80,-5326.00,-4154.00,46.11,-0.39
15/06/22 at 05:26AM,0.00,0.00,0.00,0.00,0.00,-4326.10,-4794.00,-3929.00,118.24,2.23
15/06/22 at 05:36AM,0.00,0.00,0.00,0.00,0.00,-4149.00,-4520.00,-3636.00,154.64,3.38
15/06/22 at 05:46AM,0.00,0.00,0.00,0.00,0.00,-4204.80,-4616.00,-3220.00,112.64,3.02
15/06/22 at 05:56AM,0.00,0.00,0.00,0.00,0.00,-4617.40,-5586.00,-3734.00,174.37,0.34
15/06/22 at 06:06AM,0.00,0.00,0.00,0.00,0.00,-4137.40,-4742.00,-2935.00,34.34,3.46
15/06/22 at 06:16AM,0.00,0.00,0.00,0.00,0.00,-4328.60,-4830.00,-3826.00,145.65,2.22
15/06/22 at 06:26AM,0.00,0.00,0.00,0.00,0.00,-4092.00,-4760.00,-3526.00,96.45,3.75
15/06/22 at 06:36AM,0.00,0.00,0.00,0.00,0.00,-4254.90,-5937.00,-3347.00,397.85,2.70
15/06/22 at 06:46AM,0.00,0.00,0.00,0.00,0.00,-4563.50,-4939.00,-4087.00,34.94,0.69
15/06/22 at 06:56AM,0.00,0.00,0.00,0.00,0.00,-3833.60,-4667.00,-2577.00,76.65,5.43
15/06/22 at 07:06AM,0.00,0.00,0.00,0.00,0.00,-4043.90,-5075.00,-2655.00,167.57,4.07
15/06/22 at 07:16AM,0.00,0.00,0.00,0.00,0.00,-3927.90,-5295.00,-2452.00,176.80,4.82
15/06/22 at 07:26AM,0.00,0.00,0.00,0.00,0.00,-4125.70,-4657.00,-3645.00,99.71,3.53
15/06/22 at 07:36AM,0.00,0.00,0.00,0.00,0.00,-4300.00,-4984.00,-3616.00,50.60,2.40
15/06/22 at 07:46AM,0.00,0.00,0.00,0.00,0.00,-3875.20,-4499.00,-3355.00,72.35,5.16
15/06/22 at 07:56AM,0.00,0.00,0.00,0.00,0.00,-4210.50,-5225.00,-3434.00,159.22,2.98
15/06/22 at 08:06AM,0.00,0.00,0.00,0.00,0.00,-4208.20,-4801.00,-2981.00,388.07,3.00
15/06/22 at 08:16AM,0.00,0.00,0.00,0.00,0.00,-4021.00,-4492.00,-3588.00,8.54,4.21
15/06/22 at 08:26AM,0.00,0.00,0.00,0.00,0.00,-4089.20,-4617.00,-3445.00,166.91,3.77
15/06/22 at 08:36AM,0.00,0.00,0.00,0.00,0.00,-3745.30,-4474.00,-3166.00,114.38,6.00
15/06/22 at 08:46AM,0.00,0.00,0.00,0.00,0.00,-3507.00,-4236.00,-2307.00,104.04,7.55
15/06/22 at 08:56AM,0.30,0.00,1.00,0.09,1.47,-3441.80,-4113.00,-2886.00,89.75,7.98
15/06/22 at 09:06AM,0.60,0.00,1.00,0.13,2.94,-2737.90,-3175.00,-1522.00,110.08,12.55
15/06/22 at 09:16AM,1.40,1.00,2.00,0.13,6.86,-2537.50,-2978.00,-1644.00,35.58,13.85
15/06/22 at 09:26AM,2.50,2.00,3.00,0.16,12.25,-1242.90,-1797.00,-869.00,109.07,22.25
15/06/22 at 09:37AM,3.60,3.00,4.00,0.13,17.64,-1162.50,-2130.00,-488.00,19.13,22.78
15/06/22 at 09:47AM,4.00,3.00,5.00,0.00,19.60,-1134.40,-1599.00,-553.00,18.21,22.96
15/06/22 at 09:57AM,4.50,4.00,5.00,0.16,22.05,-851.70,-1303.00,-371.00,20.14,24.79
15/06/22 at 10:07AM,5.70,5.00,6.00,0.22,27.93,-327.90,-650.00,46.00,6.67,28.20
15/06/22 at 10:17AM,6.20,6.00,7.00,0.06,30.38,74.60,-112.00,339.00,51.67,30.81
15/06/22 at 10:27AM,7.50,7.00,8.00,0.16,36.75,330.10,11.00,599.00,30.71,32.47
15/06/22 at 10:37AM,8.00,8.00,8.00,0.00,39.20,1171.00,931.00,1431.00,20.24,37.93
15/06/22 at 10:47AM,8.90,8.00,9.00,0.03,43.61,1734.70,1403.00,2045.00,32.98,41.59
15/06/22 at 10:57AM,8.90,8.00,10.00,0.03,43.61,1985.20,1588.00,2341.00,57.49,43.22
15/06/22 at 11:07AM,9.90,9.00,10.00,0.03,48.51,2584.60,2023.00,2951.00,115.87,47.11
15/06/22 at 11:17AM,10.60,10.00,11.00,0.13,51.94,2839.50,1942.00,3474.00,78.27,48.76
15/06/22 at 11:27AM,11.20,10.00,12.00,0.25,54.88,3398.80,2940.00,3906.00,32.00,52.39
15/06/22 at 11:37AM,11.90,11.00,12.00,0.03,58.31,3849.50,3400.00,4376.00,59.29,55.32
15/06/22 at 11:47AM,13.00,13.00,13.00,0.00,63.70,5204.50,4668.00,5736.00,51.70,64.12
15/06/22 at 11:57AM,13.20,13.00,14.00,0.06,64.68,5136.40,3898.00,6101.00,93.48,63.68
15/06/22 at 12:07PM,14.10,14.00,15.00,0.03,69.09,6027.70,4573.00,6824.00,154.10,69.47
15/06/22 at 12:17PM,15.00,14.00,16.00,0.00,73.50,7307.60,6832.00,7709.00,132.37,77.78
15/06/22 at 12:27PM,14.80,13.00,15.00,0.06,72.52,7716.80,7376.00,8027.00,98.09,80.43
15/06/22 at 12:37PM,15.70,15.00,17.00,0.09,76.93,8166.40,7446.00,8664.00,157.35,83.35
15/06/22 at 12:47PM,15.90,15.00,17.00,0.28,77.91,8690.80,8091.00,9209.00,163.87,86.76
15/06/22 at 12:57PM,16.00,16.00,16.00,0.00,78.40,8822.20,8336.00,9408.00,12.71,87.61
15/06/22 at 01:07PM,17.20,17.00,18.00,0.06,84.28,9180.30,8579.00,9513.00,71.25,89.94
15/06/22 at 01:17PM,17.30,17.00,18.00,0.09,84.77,9662.50,9188.00,10063.00,12.17,93.07
15/06/22 at 01:27PM,17.70,17.00,18.00,0.22,86.73,10367.40,9928.00,10921.00,88.04,97.65
15/06/22 at 01:37PM,18.20,18.00,19.00,0.25,89.18,10864.70,10290.00,11398.00,86.87,100.87
15/06/22 at 01:47PM,18.00,17.00,19.00,0.00,88.20,11312.10,10952.00,11884.00,71.18,103.78
15/06/22 at 01:57PM,18.40,18.00,19.00,0.13,90.16,11598.40,11051.00,12210.00,193.40,105.64
15/06/22 at 02:07PM,18.70,18.00,19.00,0.09,91.63,11828.00,11512.00,12008.00,31.94,107.13
15/06/22 at 02:17PM,19.10,19.00,20.00,0.03,93.59,12246.00,11608.00,13150.00,111.00,109.84
15/06/22 at 02:27PM,19.20,19.00,20.00,0.06,94.08,12193.70,11563.00,12888.00,21.41,109.50
15/06/22 at 02:37PM,19.30,19.00,20.00,0.09,94.57,12622.90,12202.00,13159.00,133.10,112.29
15/06/22 at 02:47PM,19.10,12.00,21.00,2.25,93.59,12875.80,12024.00,13733.00,68.05,113.93
15/06/22 at 02:57PM,19.10,19.00,20.00,0.03,93.59,11744.60,11315.00,12267.00,84.94,106.59
15/06/22 at 03:07PM,19.80,19.00,20.00,0.06,97.02,12647.20,11894.00,13279.00,199.79,112.45
15/06/22 at 03:17PM,19.40,19.00,20.00,0.19,95.06,12447.30,11510.00,13286.00,265.22,111.15
15/06/22 at 03:27PM,19.10,19.00,20.00,0.03,93.59,10964.30,10435.00,11559.00,91.61,101.52
15/06/22 at 03:37PM,18.80,18.00,21.00,0.25,92.12,11680.30,10473.00,12495.00,84.02,106.17
15/06/22 at 03:47PM,19.00,19.00,19.00,0.00,93.10,12548.30,11986.00,13027.00,151.38,111.81
15/06/22 at 03:57PM,17.00,16.00,18.00,0.00,83.30,10714.60,9900.00,11611.00,145.65,99.90
15/06/22 at 04:08PM,18.30,17.00,19.00,0.09,89.67,10820.30,9760.00,11628.00,121.65,100.59
15/06/22 at 04:18PM,18.40,18.00,19.00,0.13,90.16,11682.40,11053.00,12362.00,214.91,106.18
15/06/22 at 04:28PM,18.50,18.00,19.00,0.16,90.65,11637.00,10581.00,12626.00,79.37,105.89
15/06/22 at 04:38PM,18.00,17.00,19.00,0.00,88.20,10460.00,9742.00,11235.00,125.86,98.25
15/06/22 at 04:48PM,18.10,18.00,19.00,0.03,88.69,11579.90,10989.00,12105.00,72.13,105.52
15/06/22 at 04:58PM,17.00,16.00,18.00,0.00,83.30,10399.80,9694.00,11351.00,43.89,97.86
15/06/22 at 05:08PM,16.30,16.00,17.00,0.09,79.87,9219.10,8604.00,9686.00,194.51,90.19
15/06/22 at 05:18PM,17.10,17.00,18.00,0.03,83.79,9931.70,8903.00,11096.00,324.23,94.82
15/06/22 at 05:28PM,16.80,16.00,18.00,0.06,82.32,10282.50,9673.00,10962.00,169.34,97.09
15/06/22 at 05:38PM,16.00,12.00,17.00,0.32,78.40,9829.70,9321.00,10265.00,160.87,94.15
15/06/22 at 05:48PM,15.80,15.00,16.00,0.06,77.42,8519.40,7876.00,9571.00,68.18,85.65
15/06/22 at 05:58PM,15.10,15.00,16.00,0.03,73.99,8293.30,7746.00,8720.00,134.93,84.18
15/06/22 at 06:08PM,14.50,14.00,15.00,0.16,71.05,7982.40,7431.00,8605.00,97.59,82.16
15/06/22 at 06:18PM,14.20,14.00,15.00,0.06,69.58,7124.90,6344.00,7839.00,159.35,76.59
15/06/22 at 06:28PM,13.30,12.00,14.00,0.22,65.17,7099.70,6406.00,7578.00,120.70,76.43
15/06/22 at 06:38PM,13.40,13.00,15.00,0.13,65.66,6674.20,5842.00,7178.00,115.04,73.66
15/06/22 at 06:48PM,12.70,12.00,13.00,0.09,62.23,6182.80,5557.00,6520.00,106.63,70.47
15/06/22 at 06:58PM,12.30,12.00,14.00,0.09,60.27,5552.50,4963.00,6270.00,69.41,66.38
15/06/22 at 07:08PM,11.50,11.00,12.00,0.16,56.35,5630.90,5240.00,5877.00,72.76,66.89
15/06/22 at 07:18PM,11.00,10.00,12.00,0.00,53.90,4945.40,4441.00,5207.00,22.26,62.44
15/06/22 at 07:28PM,10.70,10.00,11.00,0.22,52.43,4712.20,3544.00,5600.00,4.81,60.92
15/06/22 at 07:38PM,10.40,10.00,11.00,0.13,50.96,4619.80,4049.00,5097.00,150.90,60.32
15/06/22 at 07:48PM,9.60,9.00,10.00,0.19,47.04,3941.60,3497.00,4392.00,20.37,55.92
15/06/22 at 07:58PM,8.70,8.00,10.00,0.09,42.63,3396.80,3078.00,3871.00,106.00,52.38
15/06/22 at 08:08PM,7.80,6.00,8.00,0.06,38.22,2381.20,1712.00,2890.00,160.90,45.79
15/06/22 at 08:18PM,7.30,7.00,8.00,0.09,35.77,2225.00,1647.00,2746.00,182.78,44.77
15/06/22 at 08:28PM,6.60,6.00,7.00,0.13,32.34,1753.50,1272.00,2070.00,66.57,41.71
15/06/22 at 08:39PM,5.90,5.00,7.00,0.03,28.91,987.70,289.00,1544.00,57.96,36.74
15/06/22 at 08:49PM,5.00,4.00,6.00,0.00,24.50,282.60,103.00,469.00,10.88,32.16
15/06/22 at 08:59PM,4.70,4.00,5.00,0.09,23.03,-19.00,-327.00,450.00,19.61,30.20
15/06/22 at 09:09PM,4.10,4.00,5.00,0.03,20.09,-158.90,-500.00,68.00,71.75,29.29
15/06/22 at 09:19PM,3.50,3.00,4.00,0.16,17.15,-425.00,-988.00,21.00,25.61,27.56
15/06/22 at 09:29PM,3.00,2.00,4.00,0.00,14.70,-1487.60,-2063.00,-871.00,181.96,20.66
15/06/22 at 09:39PM,2.50,2.00,3.00,0.16,12.25,-1843.90,-2120.00,-1557.00,17.99,18.35
15/06/22 at 09:49PM,2.10,2.00,3.00,0.03,10.29,-1928.70,-2365.00,-1237.00,87.37,17.80
15/06/22 at 09:59PM,1.40,1.00,2.00,0.13,6.86,-1806.00,-2439.00,-1224.00,2.85,18.60
15/06/22 at 10:09PM,0.90,0.00,1.00,0.03,4.41,-2440.60,-3060.00,-1982.00,46.61,14.48
15/06/22 at 10:19PM,0.90,0.00,2.00,0.03,4.41,-2885.30,-3636.00,-2284.00,43.54,11.59
15/06/22 at 10:29PM,0.60,0.00,1.00,0.13,2.94,-3287.30,-4286.00,-2222.00,336.88,8.98
15/06/22 at 10:39PM,0.00,0.00,0.00,0.00,0.00,-3404.30,-3631.00,-3060.00,48.79,8.22
15/06/22 at 10:49PM,0.00,0.00,0.00,0.00,0.00,-3417.80,-3802.00,-3097.00,87.34,8.13
15/06/22 at 10:59PM,0.00,0.00,0.00,0.00,0.00,-3683.20,-4121.00,-3292.00,15.56,6.41
15/06/22 at 11:09PM,0.00,0.00,0.00,0.00,0.00,-3990.00,-4505.00,-3237.00,238.12,4.42
15/06/22 at 11:19PM,0.00,0.00,0.00,0.00,0.00,-3530.80,-4500.00,-2385.00,163.43,7.40
15/06/22 at 11:29PM,0.00,0.00,0.00,0.00,0.00,-4090.90,-5159.00,-2269.00,163.21,3.76
15/06/22 at 11:39PM,0.00,0.00,0.00,0.00,0.00,-4540.10,-5035.00,-4093.00,60.75,0.84
15/06/22 at 11:49PM,0.00,0.00,0.00,0.00,0.00,-3931.50,-5132.00,-2471.00,315.44,4.80
15/06/22 at 11:59PM,0.00,0.00,0.00,0.00,0.00,-3626.30,-3906.00,-3010.00,88.45,6.78
