Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
10/06/22 at 12:08AM,0.00,0.00,0.00,0.00,0.00,-4053.00,-5163.00,-2573.00,225.47,4.01
10/06/22 at 12:18AM,0.00,0.00,0.00,0.00,0.00,-4251.40,-4874.00,-3580.00,6.83,2.72
10/06/22 at 12:28AM,0.00,0.00,0.00,0.00,0.00,-4052.80,-4852.00,-3537.00,163.11,4.01
10/06/22 at 12:38AM,0.00,0.00,0.00,0.00,0.00,-4296.70,-5150.00,-3359.00,39.12,2.42
10/06/22 at 12:48AM,0.00,0.00,0.00,0.00,0.00,-4206.60,-4825.00,-3351.00,95.06,3.01
10/06/22 at 12:58AM,0.00,0.00,0.00,0.00,0.00,-3543.40,-4127.00,-2997.00,87.15,7.32
10/06/22 at 01:08AM,0.00,0.00,0.00,0.00,0.00,-3843.00,-4744.00,-2725.00,30.36,5.37
10/06/22 at 01:18AM,0.00,0.00,0.00,0.00,0.00,-4392.50,-4897.00,-3405.00,157.64,1.80
10/06/22 at 01:28AM,0.00,0.00,0.00,0.00,0.00,-4665.80,-5586.00,-2932.00,113.59,0.03
10/06/22 at 01:38AM,0.10,0.00,1.00,0.03,0.49,-4393.70,-5514.00,-3686.00,7.49,1.79
10/06/22 at 01:48AM,0.00,0.00,0.00,0.00,0.00,-4538.00,-5053.00,-4006.00,168.23,0.86
10/06/22 at 01:58AM,0.00,0.00,0.00,0.00,0.00,-4288.20,-4912.00,-3783.00,86.90,2.48
10/06/22 at 02:08AM,0.00,0.00,0.00,0.00,0.00,-4520.80,-4865.00,-4101.00,132.75,0.97
10/06/22 at 02:18AM,0.00,0.00,0.00,0.00,0.00,-4448.40,-5048.00,-4086.00,53.57,1.44
10/06/22 at 02:28AM,0.00,0.00,0.00,0.00,0.00,-4461.00,-5240.00,-3370.00,49.96,1.36
10/06/22 at 02:39AM,0.00,0.00,0.00,0.00,0.00,-4135.40,-4597.00,-3379.00,123.46,3.47
10/06/22 at 02:49AM,0.00,0.00,0.00,0.00,0.00,-4425.50,-5049.00,-3644.00,17.87,1.59
10/06/22 at 02:59AM,0.00,0.00,0.00,0.00,0.00,-3922.80,-5052.00,-3209.00,225.72,4.85
10/06/22 at 03:09AM,0.00,0.00,0.00,0.00,0.00,-4319.20,-4957.00,-3640.00,35.99,2.28
10/06/22 at 03:19AM,0.00,0.00,0.00,0.00,0.00,-4352.20,-5248.00,-3960.00,103.15,2.06
10/06/22 at 03:29AM,0.00,0.00,0.00,0.00,0.00,-4893.30,-5592.00,-3972.00,60.30,-1.45
10/06/22 at 03:39AM,0.00,0.00,0.00,0.00,0.00,-4115.00,-4659.00,-3617.00,105.30,3.60
10/06/22 at 03:49AM,0.00,0.00,0.00,0.00,0.00,-4131.10,-4983.00,-2732.00,112.55,3.50
10/06/22 at 03:59AM,0.00,0.00,0.00,0.00,0.00,-4116.90,-4870.00,-3264.00,41.08,3.59
10/06/22 at 04:09AM,0.00,0.00,0.00,0.00,0.00,-4260.90,-5291.00,-3513.00,236.51,2.66
10/06/22 at 04:19AM,0.00,0.00,0.00,0.00,0.00,-4536.90,-5425.00,-3570.00,199.19,0.86
10/06/22 at 04:29AM,0.00,0.00,0.00,0.00,0.00,-4142.10,-4790.00,-3065.00,96.73,3.43
10/06/22 at 04:39AM,0.00,0.00,0.00,0.00,0.00,-4303.80,-5456.00,-3399.00,364.36,2.38
10/06/22 at 04:49AM,0.00,0.00,0.00,0.00,0.00,-3952.10,-4706.00,-3288.00,138.79,4.66
10/06/22 at 04:59AM,0.00,0.00,0.00,0.00,0.00,-4246.90,-4967.00,-3270.00,9.14,2.75
10/06/22 at 05:09AM,0.00,0.00,0.00,0.00,0.00,-4202.90,-4698.00,-3527.00,213.74,3.03
10/06/22 at 05:19AM,0.00,0.00,0.00,0.00,0.00,-4085.30,-4698.00,-3312.00,135.88,3.80
10/06/22 at 05:29AM,0.00,0.00,0.00,0.00,0.00,-4329.90,-5182.00,-3633.00,119.25,2.21
10/06/22 at 05:39AM,0.00,0.00,0.00,0.00,0.00,-4719.60,-5280.00,-4208.00,92.78,-0.32
10/06/22 at 05:49AM,0.00,0.00,0.00,0.00,0.00,-4564.10,-5363.00,-4017.00,8.25,0.69
10/06/22 at 05:59AM,0.00,0.00,0.00,0.00,0.00,-4217.30,-4634.00,-3831.00,68.40,2.94
10/06/22 at 06:09AM,0.00,0.00,0.00,0.00,0.00,-4046.40,-4554.00,-3528.00,14.04,4.05
10/06/22 at 06:19AM,0.00,0.00,0.00,0.00,0.00,-4310.30,-4801.00,-3750.00,177.18,2.34
10/06/22 at 06:29AM,0.00,0.00,0.00,0.00,0.00,-4187.00,-4722.00,-3638.00,115.42,3.14
10/06/22 at 06:39AM,0.00,0.00,0.00,0.00,0.00,-4080.00,-4982.00,-3331.00,236.85,3.83
10/06/22 at 06:49AM,0.00,0.00,0.00,0.00,0.00,-4767.20,-5291.00,-4150.00,36.43,-0.63
10/06/22 at 06:59AM,0.00,0.00,0.00,0.00,0.00,-4443.90,-5506.00,-3684.00,27.23,1.47
10/06/22 at 07:09AM,0.00,0.00,0.00,0.00,0.00,-3929.80,-5025.00,-3379.00,346.33,4.81
10/06/22 at 07:19AM,0.00,0.00,0.00,0.00,0.00,-3785.50,-5055.00,-2981.00,99.14,5.74
10/06/22 at 07:29AM,0.00,0.00,0.00,0.00,0.00,-4192.80,-4918.00,-3479.00,141.61,3.10
10/06/22 at 07:39AM,0.00,0.00,0.00,0.00,0.00,-4226.30,-4546.00,-3731.00,78.33,2.88
10/06/22 at 07:49AM,0.00,0.00,0.00,0.00,0.00,-4697.10,-5361.00,-4259.00,113.18,-0.18
10/06/22 at 07:59AM,0.00,0.00,0.00,0.00,0.00,-4246.00,-5307.00,-3049.00,81.90,2.75
10/06/22 at 08:09AM,0.00,0.00,0.00,0.00,0.00,-3919.80,-4971.00,-2876.00,219.84,4.87
10/06/22 at 08:19AM,0.00,0.00,0.00,0.00,0.00,-3403.60,-4138.00,-2916.00,54.52,8.22
10/06/22 at 08:29AM,0.00,0.00,0.00,0.00,0.00,-3516.30,-4078.00,-2471.00,176.36,7.49
10/06/22 at 08:40AM,0.20,0.00,1.00,0.25,0.98,-3112.70,-3467.00,-2980.00,65.24,10.11
10/06/22 at 08:50AM,1.10,1.00,2.00,0.03,5.39,-2502.40,-3633.00,-1213.00,118.71,14.08
10/06/22 at 09:00AM,1.60,1.00,2.00,0.13,7.84,-1990.20,-2675.00,-1073.00,48.32,17.40
10/06/22 at 09:10AM,2.40,2.00,4.00,0.51,11.76,-2126.70,-2767.00,-1605.00,96.54,16.51
10/06/22 at 09:20AM,1.40,0.00,3.00,0.44,6.86,-2497.90,-2968.00,-1818.00,4.14,14.10
10/06/22 at 09:30AM,2.90,0.00,4.00,0.35,14.21,-1149.50,-1844.00,-683.00,36.52,22.86
10/06/22 at 09:40AM,4.00,3.00,5.00,0.00,19.60,-866.50,-1297.00,-338.00,6.17,24.70
10/06/22 at 09:50AM,0.60,0.00,1.00,0.13,2.94,-3014.60,-3901.00,-2369.00,188.03,10.75
10/06/22 at 10:00AM,0.00,0.00,0.00,0.00,0.00,-3381.60,-4492.00,-2752.00,113.40,8.37
10/06/22 at 10:10AM,0.40,0.00,2.00,0.19,1.96,-3257.20,-3982.00,-2264.00,314.08,9.17
10/06/22 at 10:20AM,0.00,0.00,0.00,0.00,0.00,-3467.80,-4293.00,-2744.00,12.71,7.81
10/06/22 at 10:30AM,0.30,0.00,1.00,0.09,1.47,-3136.80,-3422.00,-2685.00,90.19,9.96
10/06/22 at 10:40AM,1.00,1.00,1.00,0.00,4.90,-2681.70,-3633.00,-2182.00,44.49,12.91
10/06/22 at 10:50AM,1.40,1.00,2.00,0.19,6.86,-2158.50,-2703.00,-1565.00,22.93,16.31
10/06/22 at 11:00AM,1.40,1.00,2.00,0.13,6.86,-2475.10,-3183.00,-1461.00,159.03,14.25
10/06/22 at 11:10AM,2.30,1.00,3.00,0.09,11.27,-2236.50,-3019.00,-1442.00,188.95,15.80
10/06/22 at 11:20AM,1.90,1.00,3.00,0.03,9.31,-1703.90,-2287.00,-1099.00,76.18,19.26
10/06/22 at 11:30AM,1.80,1.00,3.00,0.25,8.82,-2309.20,-3265.00,-1637.00,17.14,15.33
10/06/22 at 11:40AM,1.90,1.00,2.00,0.03,9.31,-2017.40,-2453.00,-1142.00,41.62,17.22
10/06/22 at 11:50AM,3.30,3.00,4.00,0.22,16.17,-1099.10,-1533.00,-586.00,72.76,23.19
10/06/22 at 12:00PM,2.80,2.00,4.00,0.38,13.72,-1474.90,-2389.00,-614.00,67.96,20.75
10/06/22 at 12:10PM,4.80,4.00,5.00,0.06,23.52,-472.00,-866.00,-105.00,10.44,27.26
10/06/22 at 12:20PM,4.00,4.00,4.00,0.00,19.60,-926.40,-1298.00,-494.00,136.74,24.31
10/06/22 at 12:30PM,5.30,5.00,6.00,0.09,25.97,-534.20,-812.00,8.00,87.85,26.86
10/06/22 at 12:40PM,21.10,21.00,22.00,0.03,103.39,10469.50,9432.00,12093.00,177.88,98.31
10/06/22 at 12:50PM,6.90,6.00,8.00,0.03,33.81,57.70,-166.00,429.00,70.74,30.70
10/06/22 at 01:00PM,13.20,13.00,14.00,0.06,64.68,4904.80,4146.00,5932.00,172.91,62.17
10/06/22 at 01:10PM,19.00,18.00,20.00,0.00,93.10,10329.80,9779.00,10833.00,22.07,97.40
10/06/22 at 01:20PM,9.10,8.00,10.00,0.03,44.59,2828.10,2250.00,3377.00,31.27,48.69
10/06/22 at 01:30PM,18.40,18.00,19.00,0.13,90.16,10496.30,9514.00,11222.00,310.63,98.48
10/06/22 at 01:40PM,22.90,22.00,24.00,0.03,112.21,13995.30,13237.00,14467.00,143.66,121.20
10/06/22 at 01:50PM,22.10,22.00,23.00,0.03,108.29,13869.90,12935.00,14235.00,16.41,120.39
10/06/22 at 02:00PM,22.10,22.00,23.00,0.03,108.29,13953.20,12764.00,14620.00,179.36,120.93
10/06/22 at 02:10PM,5.80,5.00,6.00,0.06,28.42,270.30,-484.00,973.00,90.22,32.08
10/06/22 at 02:20PM,12.50,12.00,13.00,0.16,61.25,5993.20,5327.00,6686.00,219.08,69.24
10/06/22 at 02:30PM,22.00,21.00,23.00,0.00,107.80,13852.70,12654.00,14808.00,379.06,120.28
10/06/22 at 02:40PM,22.20,22.00,23.00,0.25,108.78,14227.50,13361.00,15182.00,42.85,122.71
10/06/22 at 02:50PM,22.40,22.00,23.00,0.13,109.76,14617.90,13656.00,15282.00,2.50,125.25
10/06/22 at 03:00PM,21.50,21.00,22.00,0.16,105.35,13838.90,13528.00,14354.00,35.77,120.19
10/06/22 at 03:10PM,21.10,20.00,22.00,0.03,103.39,13260.90,12274.00,14112.00,117.04,116.43
10/06/22 at 03:20PM,21.10,21.00,22.00,0.03,103.39,13206.00,12677.00,14050.00,11.07,116.08
10/06/22 at 03:30PM,22.00,21.00,23.00,0.00,107.80,14149.20,13480.00,14894.00,211.62,122.20
10/06/22 at 03:40PM,20.00,19.00,21.00,0.00,98.00,12945.00,12076.00,13493.00,37.31,114.38
10/06/22 at 03:50PM,19.50,19.00,20.00,0.16,95.55,12258.70,11604.00,13062.00,52.27,109.93
10/06/22 at 04:01PM,19.10,19.00,20.00,0.03,93.59,11790.10,11359.00,12193.00,14.26,106.88
10/06/22 at 04:11PM,18.30,18.00,19.00,0.09,89.67,11286.20,10961.00,11468.00,57.49,103.61
10/06/22 at 04:21PM,18.90,18.00,19.00,0.03,92.61,11538.80,10780.00,12278.00,149.20,105.25
10/06/22 at 04:31PM,18.70,18.00,19.00,0.22,91.63,11200.00,10493.00,12316.00,22.45,103.05
10/06/22 at 04:41PM,18.20,17.00,19.00,0.06,89.18,10974.60,10770.00,11465.00,53.32,101.59
10/06/22 at 04:51PM,11.80,11.00,13.00,0.38,57.82,5390.50,4288.00,6056.00,42.85,65.33
10/06/22 at 05:01PM,4.00,4.00,4.00,0.00,19.60,-910.70,-1548.00,-410.00,158.34,24.41
10/06/22 at 05:11PM,17.30,17.00,18.00,0.09,84.77,9001.10,8368.00,9968.00,101.16,88.77
10/06/22 at 05:21PM,3.30,3.00,4.00,0.09,16.17,-1137.00,-1504.00,-667.00,148.63,22.94
10/06/22 at 05:31PM,19.50,18.00,20.00,0.16,95.55,11486.10,10571.00,12712.00,9.46,104.91
