Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
10/08/22 at 12:06AM,0.00,0.00,0.00,0.00,0.00,-3977.10,-4850.00,-3402.00,75.86,4.50
10/08/22 at 12:16AM,0.00,0.00,0.00,0.00,0.00,-4742.40,-5947.00,-3624.00,260.07,-0.47
10/08/22 at 12:26AM,0.00,0.00,0.00,0.00,0.00,-4452.40,-5010.00,-3902.00,59.58,1.41
10/08/22 at 12:36AM,0.00,0.00,0.00,0.00,0.00,-4336.20,-4954.00,-3718.00,6.39,2.17
10/08/22 at 12:46AM,0.00,0.00,0.00,0.00,0.00,-3715.60,-4519.00,-2954.00,40.92,6.20
10/08/22 at 12:56AM,0.00,0.00,0.00,0.00,0.00,-3948.40,-4538.00,-3318.00,10.25,4.69
10/08/22 at 01:06AM,0.00,0.00,0.00,0.00,0.00,-4412.10,-5445.00,-3250.00,56.57,1.67
10/08/22 at 01:16AM,0.00,0.00,0.00,0.00,0.00,-3868.60,-4740.00,-3096.00,6.77,5.20
10/08/22 at 01:26AM,0.00,0.00,0.00,0.00,0.00,-4424.40,-5119.00,-3640.00,123.20,1.59
10/08/22 at 01:36AM,0.00,0.00,0.00,0.00,0.00,-4272.80,-5181.00,-3213.00,287.20,2.58
10/08/22 at 01:46AM,0.00,0.00,0.00,0.00,0.00,-4104.70,-4529.00,-3609.00,156.75,3.67
10/08/22 at 01:56AM,0.00,0.00,0.00,0.00,0.00,-3719.10,-4777.00,-2821.00,6.93,6.17
10/08/22 at 02:06AM,0.00,0.00,0.00,0.00,0.00,-3480.40,-4280.00,-2994.00,252.86,7.72
10/08/22 at 02:16AM,0.00,0.00,0.00,0.00,0.00,-3783.10,-4640.00,-2486.00,270.98,5.76
10/08/22 at 02:26AM,0.00,0.00,0.00,0.00,0.00,-4218.30,-4575.00,-3704.00,18.75,2.93
10/08/22 at 02:36AM,0.00,0.00,0.00,0.00,0.00,-4093.50,-4703.00,-3330.00,114.95,3.74
10/08/22 at 02:46AM,0.00,0.00,0.00,0.00,0.00,-4214.40,-4876.00,-3092.00,21.63,2.96
10/08/22 at 02:56AM,0.00,0.00,0.00,0.00,0.00,-4136.80,-4655.00,-3427.00,71.09,3.46
10/08/22 at 03:06AM,0.20,0.00,2.00,0.06,0.98,-4020.90,-4668.00,-3200.00,58.85,4.21
10/08/22 at 03:16AM,0.00,0.00,0.00,0.00,0.00,-3943.60,-4880.00,-2842.00,59.96,4.72
10/08/22 at 03:26AM,0.00,0.00,0.00,0.00,0.00,-4304.00,-5374.00,-3197.00,338.36,2.38
10/08/22 at 03:36AM,0.00,0.00,0.00,0.00,0.00,-4483.10,-4910.00,-3714.00,27.16,1.21
10/08/22 at 03:46AM,0.00,0.00,0.00,0.00,0.00,-4436.30,-5027.00,-3985.00,55.12,1.52
10/08/22 at 03:56AM,0.00,0.00,0.00,0.00,0.00,-4310.50,-5169.00,-3397.00,40.64,2.33
10/08/22 at 04:06AM,0.00,0.00,0.00,0.00,0.00,-4299.90,-5014.00,-3340.00,139.42,2.40
10/08/22 at 04:16AM,0.00,0.00,0.00,0.00,0.00,-3792.10,-4775.00,-3013.00,141.01,5.70
10/08/22 at 04:26AM,0.00,0.00,0.00,0.00,0.00,-3848.00,-4991.00,-2533.00,132.82,5.34
10/08/22 at 04:36AM,0.00,0.00,0.00,0.00,0.00,-3936.60,-5287.00,-2533.00,443.86,4.76
10/08/22 at 04:46AM,0.00,0.00,0.00,0.00,0.00,-4109.60,-5046.00,-3237.00,275.94,3.64
10/08/22 at 04:56AM,0.00,0.00,0.00,0.00,0.00,-3533.70,-4338.00,-2521.00,117.23,7.38
10/08/22 at 05:06AM,0.00,0.00,0.00,0.00,0.00,-3739.90,-4262.00,-2900.00,93.00,6.04
10/08/22 at 05:16AM,0.00,0.00,0.00,0.00,0.00,-4046.80,-5037.00,-2761.00,154.07,4.05
10/08/22 at 05:26AM,0.00,0.00,0.00,0.00,0.00,-3807.20,-4310.00,-2933.00,101.13,5.60
10/08/22 at 05:36AM,0.00,0.00,0.00,0.00,0.00,-4173.10,-5076.00,-3335.00,22.80,3.23
10/08/22 at 05:46AM,0.00,0.00,0.00,0.00,0.00,-3802.40,-4639.00,-2517.00,185.12,5.63
10/08/22 at 05:56AM,0.00,0.00,0.00,0.00,0.00,-4291.20,-4769.00,-3640.00,25.36,2.46
10/08/22 at 06:06AM,0.00,0.00,0.00,0.00,0.00,-4091.30,-4588.00,-3448.00,201.22,3.76
10/08/22 at 06:16AM,0.00,0.00,0.00,0.00,0.00,-4166.00,-4967.00,-3527.00,172.98,3.27
10/08/22 at 06:26AM,0.00,0.00,0.00,0.00,0.00,-4188.30,-5004.00,-3195.00,180.16,3.13
10/08/22 at 06:36AM,0.00,0.00,0.00,0.00,0.00,-3750.10,-5033.00,-2455.00,405.69,5.97
10/08/22 at 06:46AM,0.00,0.00,0.00,0.00,0.00,-3990.10,-5029.00,-2923.00,47.78,4.41
10/08/22 at 06:56AM,0.00,0.00,0.00,0.00,0.00,-3426.00,-4331.00,-2357.00,123.01,8.08
10/08/22 at 07:06AM,0.30,0.00,1.00,0.09,1.47,-2640.30,-3353.00,-1480.00,31.53,13.18
10/08/22 at 07:16AM,1.40,1.00,2.00,0.13,6.86,-2184.90,-3227.00,-1584.00,29.69,16.14
10/08/22 at 07:26AM,2.90,2.00,4.00,0.28,14.21,-1603.00,-2340.00,-910.00,139.14,19.92
10/08/22 at 07:37AM,4.20,4.00,5.00,0.06,20.58,-679.20,-1164.00,4.00,100.50,25.91
10/08/22 at 07:47AM,5.30,5.00,6.00,0.09,25.97,-276.30,-638.00,53.00,104.13,28.53
10/08/22 at 07:57AM,6.50,6.00,7.00,0.16,31.85,601.30,-58.00,1233.00,52.90,34.23
10/08/22 at 08:07AM,8.10,8.00,9.00,0.03,39.69,1114.00,214.00,1861.00,132.82,37.56
10/08/22 at 08:17AM,9.10,9.00,10.00,0.03,44.59,2004.60,1166.00,3163.00,57.11,43.34
10/08/22 at 08:27AM,10.30,10.00,11.00,0.09,50.47,2297.00,1902.00,2671.00,105.30,45.24
10/08/22 at 08:37AM,11.50,11.00,12.00,0.16,56.35,3287.00,2736.00,3978.00,174.24,51.67
10/08/22 at 08:47AM,12.60,12.00,13.00,0.13,61.74,3843.20,2531.00,5216.00,75.64,55.28
10/08/22 at 08:57AM,13.00,13.00,13.00,0.00,63.70,5006.70,4207.00,5412.00,252.89,62.84
10/08/22 at 09:07AM,14.20,14.00,15.00,0.06,69.58,5121.50,3800.00,5659.00,148.79,63.58
10/08/22 at 09:17AM,15.20,14.00,16.00,0.06,74.48,6925.40,5741.00,7802.00,74.44,75.29
10/08/22 at 09:27AM,15.80,15.00,16.00,0.06,77.42,7587.90,6549.00,8661.00,303.86,79.60
10/08/22 at 09:37AM,16.70,16.00,17.00,0.22,81.83,8129.90,7145.00,9154.00,3.45,83.12
10/08/22 at 09:47AM,17.40,17.00,18.00,0.13,85.26,8587.20,7643.00,9676.00,147.74,86.09
10/08/22 at 09:57AM,18.00,18.00,18.00,0.00,88.20,9465.50,8741.00,10204.00,168.08,91.79
10/08/22 at 10:07AM,18.40,18.00,19.00,0.13,90.16,10485.50,9825.00,11639.00,126.97,98.41
10/08/22 at 10:17AM,19.30,19.00,20.00,0.09,94.57,11694.40,11072.00,12726.00,7.08,106.26
