Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
02/06/22 at 12:02AM,0.00,0.00,0.00,0.00,0.00,-4487.70,-5538.00,-3326.00,166.75,1.18
02/06/22 at 12:12AM,0.00,0.00,0.00,0.00,0.00,-4427.90,-4919.00,-3665.00,6.67,1.57
02/06/22 at 12:22AM,0.00,0.00,0.00,0.00,0.00,-4154.50,-4792.00,-3567.00,10.28,3.35
02/06/22 at 12:32AM,0.00,0.00,0.00,0.00,0.00,-4591.90,-5415.00,-3908.00,128.10,0.51
02/06/22 at 12:42AM,0.00,0.00,0.00,0.00,0.00,-4825.80,-5254.00,-4258.00,45.47,-1.01
02/06/22 at 12:52AM,0.00,0.00,0.00,0.00,0.00,-4281.30,-5047.00,-3191.00,169.40,2.52
02/06/22 at 01:02AM,0.00,0.00,0.00,0.00,0.00,-3651.60,-4632.00,-2220.00,270.50,6.61
02/06/22 at 01:12AM,0.00,0.00,0.00,0.00,0.00,-4169.90,-4865.00,-3221.00,2.18,3.25
02/06/22 at 01:22AM,0.00,0.00,0.00,0.00,0.00,-4384.90,-4871.00,-3770.00,194.45,1.85
02/06/22 at 01:32AM,0.00,0.00,0.00,0.00,0.00,-4265.80,-5115.00,-3580.00,25.23,2.62
02/06/22 at 01:42AM,0.00,0.00,0.00,0.00,0.00,-3799.20,-4986.00,-2541.00,375.30,5.65
02/06/22 at 01:52AM,0.00,0.00,0.00,0.00,0.00,-4264.80,-5111.00,-3387.00,93.67,2.63
02/06/22 at 02:02AM,0.00,0.00,0.00,0.00,0.00,-4879.40,-5852.00,-3521.00,184.49,-1.36
02/06/22 at 02:12AM,0.00,0.00,0.00,0.00,0.00,-4498.70,-5144.00,-3734.00,208.62,1.11
02/06/22 at 02:22AM,0.00,0.00,0.00,0.00,0.00,-4766.10,-5346.00,-4383.00,103.75,-0.62
02/06/22 at 02:32AM,0.00,0.00,0.00,0.00,0.00,-4245.30,-5030.00,-3589.00,121.34,2.76
