Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
20/05/22 at 07:05PM,0.30,0.00,1.00,0.09,1.47,-2880.40,-3550.00,-1817.00,105.81,11.62
20/05/22 at 07:15PM,3.80,3.00,4.00,0.06,18.62,-1027.40,-1334.00,-626.00,68.75,23.65
20/05/22 at 07:25PM,0.10,0.00,1.00,0.28,0.49,-2917.00,-3413.00,-2582.00,33.52,11.38
20/05/22 at 07:35PM,0.10,0.00,1.00,0.03,0.49,-3232.10,-4308.00,-2323.00,68.59,9.34
20/05/22 at 07:45PM,0.10,0.00,1.00,0.03,0.49,-3250.90,-3739.00,-2475.00,38.30,9.21
20/05/22 at 07:55PM,0.00,0.00,0.00,0.00,0.00,-3615.30,-3976.00,-3155.00,145.56,6.85
20/05/22 at 08:05PM,0.00,0.00,0.00,0.00,0.00,-4020.30,-4308.00,-3473.00,173.07,4.22
20/05/22 at 08:15PM,0.00,0.00,0.00,0.00,0.00,-3803.00,-4563.00,-3252.00,33.52,5.63
20/05/22 at 08:25PM,0.00,0.00,0.00,0.00,0.00,-3913.30,-4663.00,-3183.00,78.33,4.91
20/05/22 at 08:35PM,0.00,0.00,0.00,0.00,0.00,-4039.90,-4611.00,-2963.00,127.47,4.09
20/05/22 at 08:45PM,0.00,0.00,0.00,0.00,0.00,-3785.10,-4769.00,-3349.00,311.14,5.75
20/05/22 at 08:55PM,0.00,0.00,0.00,0.00,0.00,-4177.30,-4585.00,-3773.00,56.70,3.20
20/05/22 at 09:05PM,0.00,0.00,0.00,0.00,0.00,-4087.30,-4675.00,-3609.00,101.29,3.78
20/05/22 at 09:15PM,0.00,0.00,0.00,0.00,0.00,-4333.60,-5222.00,-3021.00,71.02,2.18
20/05/22 at 09:25PM,0.00,0.00,0.00,0.00,0.00,-4438.10,-4893.00,-3959.00,85.67,1.51
20/05/22 at 09:35PM,0.00,0.00,0.00,0.00,0.00,-4434.30,-5200.00,-3766.00,211.33,1.53
20/05/22 at 09:45PM,0.00,0.00,0.00,0.00,0.00,-4433.70,-5107.00,-3489.00,58.91,1.53
20/05/22 at 09:55PM,0.00,0.00,0.00,0.00,0.00,-4180.50,-5066.00,-2497.00,532.37,3.18
20/05/22 at 10:05PM,0.30,0.00,3.00,0.09,1.47,-4524.20,-5226.00,-4028.00,20.49,0.95
20/05/22 at 10:15PM,0.00,0.00,0.00,0.00,0.00,-4226.10,-4626.00,-3459.00,112.86,2.88
20/05/22 at 10:25PM,0.00,0.00,0.00,0.00,0.00,-4440.20,-5696.00,-3612.00,134.14,1.49
20/05/22 at 10:35PM,0.00,0.00,0.00,0.00,0.00,-4910.30,-5696.00,-3829.00,49.11,-1.56
20/05/22 at 10:45PM,0.00,0.00,0.00,0.00,0.00,-4706.30,-5524.00,-4072.00,4.33,-0.24
20/05/22 at 10:55PM,0.00,0.00,0.00,0.00,0.00,-4904.80,-5640.00,-3543.00,167.03,-1.52
20/05/22 at 11:06PM,0.00,0.00,0.00,0.00,0.00,-4485.60,-5224.00,-3404.00,83.29,1.20
20/05/22 at 11:16PM,0.00,0.00,0.00,0.00,0.00,-4763.40,-5475.00,-3600.00,29.28,-0.61
20/05/22 at 11:26PM,0.00,0.00,0.00,0.00,0.00,-4803.70,-5587.00,-4223.00,183.63,-0.87
20/05/22 at 11:36PM,0.00,0.00,0.00,0.00,0.00,-4622.10,-5596.00,-4128.00,51.58,0.31
20/05/22 at 11:46PM,0.00,0.00,0.00,0.00,0.00,-4328.30,-5067.00,-3721.00,183.82,2.22
20/05/22 at 11:56PM,0.00,0.00,0.00,0.00,0.00,-3707.00,-4778.00,-2689.00,86.33,6.25
