Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
07/08/22 at 12:06AM,0.00,0.00,0.00,0.00,0.00,-3879.50,-4858.00,-2591.00,206.34,5.13
07/08/22 at 12:16AM,0.00,0.00,0.00,0.00,0.00,-4329.90,-4731.00,-3839.00,111.66,2.21
07/08/22 at 12:26AM,0.00,0.00,0.00,0.00,0.00,-4317.70,-5256.00,-3424.00,56.19,2.29
07/08/22 at 12:36AM,0.00,0.00,0.00,0.00,0.00,-4363.10,-5293.00,-3012.00,122.41,1.99
07/08/22 at 12:46AM,0.00,0.00,0.00,0.00,0.00,-4340.90,-4789.00,-3725.00,141.70,2.14
07/08/22 at 12:56AM,0.00,0.00,0.00,0.00,0.00,-4366.90,-4752.00,-3188.00,121.78,1.97
07/08/22 at 01:06AM,0.00,0.00,0.00,0.00,0.00,-4168.30,-4658.00,-3456.00,30.45,3.26
07/08/22 at 01:16AM,0.00,0.00,0.00,0.00,0.00,-4389.30,-5834.00,-3033.00,297.16,1.82
07/08/22 at 01:26AM,0.00,0.00,0.00,0.00,0.00,-4266.60,-5490.00,-3628.00,123.52,2.62
07/08/22 at 01:36AM,0.00,0.00,0.00,0.00,0.00,-4165.70,-4705.00,-3380.00,170.54,3.27
07/08/22 at 01:46AM,0.00,0.00,0.00,0.00,0.00,-4581.40,-5244.00,-3581.00,66.28,0.58
07/08/22 at 01:56AM,0.00,0.00,0.00,0.00,0.00,-4221.10,-5005.00,-3566.00,45.57,2.91
07/08/22 at 02:06AM,0.00,0.00,0.00,0.00,0.00,-4254.00,-5039.00,-3664.00,248.24,2.70
07/08/22 at 02:16AM,0.00,0.00,0.00,0.00,0.00,-4727.70,-5550.00,-3709.00,322.14,-0.37
07/08/22 at 02:26AM,0.00,0.00,0.00,0.00,0.00,-4540.90,-5278.00,-3288.00,91.11,0.84
07/08/22 at 02:36AM,0.00,0.00,0.00,0.00,0.00,-4190.40,-4899.00,-3274.00,224.08,3.11
07/08/22 at 02:46AM,0.00,0.00,0.00,0.00,0.00,-4394.60,-4963.00,-3715.00,179.74,1.79
07/08/22 at 02:56AM,0.00,0.00,0.00,0.00,0.00,-4351.20,-4845.00,-3737.00,90.38,2.07
07/08/22 at 03:06AM,0.00,0.00,0.00,0.00,0.00,-4642.60,-5492.00,-3955.00,68.43,0.18
07/08/22 at 03:16AM,0.00,0.00,0.00,0.00,0.00,-4018.40,-5222.00,-2799.00,128.89,4.23
07/08/22 at 03:26AM,0.00,0.00,0.00,0.00,0.00,-4300.30,-5009.00,-3609.00,218.61,2.40
07/08/22 at 03:36AM,0.00,0.00,0.00,0.00,0.00,-4066.10,-4731.00,-3387.00,120.83,3.92
07/08/22 at 03:46AM,0.00,0.00,0.00,0.00,0.00,-4330.80,-4809.00,-3613.00,151.22,2.20
07/08/22 at 03:56AM,0.00,0.00,0.00,0.00,0.00,-3925.20,-4988.00,-3189.00,58.76,4.84
07/08/22 at 04:06AM,0.00,0.00,0.00,0.00,0.00,-3768.50,-4858.00,-2994.00,38.74,5.85
07/08/22 at 04:16AM,0.00,0.00,0.00,0.00,0.00,-3881.50,-4394.00,-3185.00,220.25,5.12
07/08/22 at 04:26AM,0.00,0.00,0.00,0.00,0.00,-3688.80,-4297.00,-3222.00,24.92,6.37
07/08/22 at 04:36AM,0.00,0.00,0.00,0.00,0.00,-4358.00,-4997.00,-3713.00,202.07,2.03
07/08/22 at 04:47AM,0.00,0.00,0.00,0.00,0.00,-4525.80,-4883.00,-4187.00,107.14,0.94
07/08/22 at 04:57AM,0.00,0.00,0.00,0.00,0.00,-4428.00,-4869.00,-3361.00,101.51,1.57
