Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
21/06/22 at 12:09AM,0.00,0.00,0.00,0.00,0.00,-4589.90,-5271.00,-4049.00,117.35,0.52
21/06/22 at 12:19AM,0.00,0.00,0.00,0.00,0.00,-4622.90,-4975.00,-4371.00,79.66,0.31
21/06/22 at 12:29AM,0.00,0.00,0.00,0.00,0.00,-4351.40,-5134.00,-3577.00,65.27,2.07
21/06/22 at 12:39AM,0.10,0.00,1.00,0.28,0.49,-4239.70,-5015.00,-3745.00,156.44,2.79
21/06/22 at 12:49AM,0.00,0.00,0.00,0.00,0.00,-4408.30,-5041.00,-3889.00,200.08,1.70
21/06/22 at 12:59AM,0.00,0.00,0.00,0.00,0.00,-4264.70,-5098.00,-3098.00,368.94,2.63
21/06/22 at 01:09AM,0.00,0.00,0.00,0.00,0.00,-4188.40,-4984.00,-3561.00,170.57,3.13
21/06/22 at 01:19AM,0.00,0.00,0.00,0.00,0.00,-4163.40,-4565.00,-3402.00,114.28,3.29
21/06/22 at 01:29AM,0.00,0.00,0.00,0.00,0.00,-3557.50,-4462.00,-2850.00,77.95,7.22
21/06/22 at 01:39AM,0.00,0.00,0.00,0.00,0.00,-3920.30,-4305.00,-3589.00,76.43,4.87
21/06/22 at 01:49AM,0.00,0.00,0.00,0.00,0.00,-4071.70,-4798.00,-3830.00,0.54,3.89
21/06/22 at 01:59AM,0.00,0.00,0.00,0.00,0.00,-4685.10,-5443.00,-4010.00,185.34,-0.10
21/06/22 at 02:09AM,0.00,0.00,0.00,0.00,0.00,-3981.30,-4688.00,-3244.00,159.92,4.47
21/06/22 at 02:19AM,0.00,0.00,0.00,0.00,0.00,-4545.70,-5369.00,-3709.00,162.13,0.81
21/06/22 at 02:29AM,0.00,0.00,0.00,0.00,0.00,-4361.90,-5397.00,-3294.00,337.70,2.00
21/06/22 at 02:39AM,0.00,0.00,0.00,0.00,0.00,-4131.00,-4738.00,-3495.00,145.15,3.50
21/06/22 at 02:49AM,0.00,0.00,0.00,0.00,0.00,-4100.80,-4343.00,-3879.00,51.80,3.70
21/06/22 at 02:59AM,0.00,0.00,0.00,0.00,0.00,-4534.00,-4947.00,-4256.00,130.60,0.88
21/06/22 at 03:09AM,0.00,0.00,0.00,0.00,0.00,-4232.90,-5115.00,-3309.00,27.23,2.84
21/06/22 at 03:19AM,0.00,0.00,0.00,0.00,0.00,-4388.00,-4780.00,-3589.00,252.67,1.83
21/06/22 at 03:29AM,0.00,0.00,0.00,0.00,0.00,-4369.10,-4561.00,-3938.00,60.68,1.95
21/06/22 at 03:39AM,0.00,0.00,0.00,0.00,0.00,-4329.10,-4725.00,-3669.00,3.83,2.21
21/06/22 at 03:49AM,0.00,0.00,0.00,0.00,0.00,-4515.60,-5709.00,-3483.00,247.42,1.00
21/06/22 at 03:59AM,0.00,0.00,0.00,0.00,0.00,-4187.80,-5323.00,-3348.00,237.42,3.13
