Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
24/05/22 at 12:06AM,0.00,0.00,0.00,0.00,0.00,-4885.80,-5671.00,-4285.00,3.10,-1.40
24/05/22 at 12:16AM,0.00,0.00,0.00,0.00,0.00,-4715.90,-5712.00,-3976.00,314.99,-0.30
24/05/22 at 12:26AM,0.00,0.00,0.00,0.00,0.00,-4366.00,-5041.00,-3554.00,256.78,1.97
24/05/22 at 12:36AM,0.00,0.00,0.00,0.00,0.00,-4136.10,-4605.00,-3159.00,152.14,3.47
24/05/22 at 12:46AM,0.00,0.00,0.00,0.00,0.00,-3591.60,-4245.00,-3006.00,107.96,7.00
24/05/22 at 12:56AM,0.00,0.00,0.00,0.00,0.00,-4169.80,-5073.00,-2702.00,97.15,3.25
24/05/22 at 01:06AM,0.00,0.00,0.00,0.00,0.00,-4619.00,-5134.00,-3555.00,130.60,0.33
24/05/22 at 01:16AM,0.00,0.00,0.00,0.00,0.00,-4433.20,-4980.00,-3873.00,58.76,1.54
24/05/22 at 01:26AM,0.00,0.00,0.00,0.00,0.00,-4570.30,-4990.00,-4127.00,18.88,0.65
24/05/22 at 01:36AM,0.00,0.00,0.00,0.00,0.00,-4335.20,-4829.00,-3839.00,156.15,2.17
24/05/22 at 01:47AM,0.00,0.00,0.00,0.00,0.00,-4759.50,-5585.00,-3989.00,197.80,-0.58
24/05/22 at 01:57AM,0.00,0.00,0.00,0.00,0.00,-4658.20,-5561.00,-4076.00,184.11,0.08
24/05/22 at 02:07AM,0.00,0.00,0.00,0.00,0.00,-4447.10,-4892.00,-3346.00,140.69,1.45
24/05/22 at 02:17AM,0.00,0.00,0.00,0.00,0.00,-4882.50,-5664.00,-4259.00,126.97,-1.38
24/05/22 at 02:27AM,0.00,0.00,0.00,0.00,0.00,-3990.20,-5141.00,-3266.00,229.01,4.41
24/05/22 at 02:37AM,0.00,0.00,0.00,0.00,0.00,-4231.40,-4862.00,-3710.00,52.94,2.85
24/05/22 at 02:47AM,0.00,0.00,0.00,0.00,0.00,-4679.10,-5135.00,-3838.00,16.10,-0.06
24/05/22 at 02:57AM,0.00,0.00,0.00,0.00,0.00,-4227.30,-5001.00,-3145.00,190.91,2.87
24/05/22 at 03:07AM,0.00,0.00,0.00,0.00,0.00,-4158.90,-4846.00,-3343.00,25.96,3.32
24/05/22 at 03:17AM,0.00,0.00,0.00,0.00,0.00,-4518.40,-5372.00,-3854.00,150.02,0.98
24/05/22 at 03:27AM,0.00,0.00,0.00,0.00,0.00,-4592.70,-5040.00,-3446.00,32.35,0.50
24/05/22 at 03:37AM,0.00,0.00,0.00,0.00,0.00,-4285.30,-5158.00,-2889.00,441.55,2.50
24/05/22 at 03:47AM,0.00,0.00,0.00,0.00,0.00,-4340.60,-5009.00,-3549.00,51.73,2.14
24/05/22 at 03:57AM,0.00,0.00,0.00,0.00,0.00,-4648.20,-5593.00,-4211.00,19.35,0.14
24/05/22 at 04:07AM,0.00,0.00,0.00,0.00,0.00,-4824.80,-5647.00,-4098.00,63.81,-1.01
24/05/22 at 04:17AM,0.00,0.00,0.00,0.00,0.00,-4228.50,-4901.00,-3551.00,212.66,2.87
24/05/22 at 04:27AM,0.00,0.00,0.00,0.00,0.00,-4647.70,-5376.00,-3550.00,322.77,0.14
24/05/22 at 04:37AM,0.00,0.00,0.00,0.00,0.00,-4174.10,-4717.00,-3444.00,230.88,3.22
24/05/22 at 04:47AM,0.00,0.00,0.00,0.00,0.00,-4428.40,-4732.00,-3983.00,45.66,1.57
24/05/22 at 04:57AM,0.00,0.00,0.00,0.00,0.00,-4836.70,-5456.00,-4022.00,91.17,-1.08
24/05/22 at 05:07AM,0.00,0.00,0.00,0.00,0.00,-4484.30,-5046.00,-3789.00,26.34,1.21
24/05/22 at 05:17AM,0.00,0.00,0.00,0.00,0.00,-4532.50,-5458.00,-4007.00,166.18,0.89
24/05/22 at 05:27AM,0.00,0.00,0.00,0.00,0.00,-4616.00,-5273.00,-3914.00,207.76,0.35
24/05/22 at 05:37AM,0.00,0.00,0.00,0.00,0.00,-4344.10,-5086.00,-3549.00,71.75,2.12
24/05/22 at 05:47AM,0.00,0.00,0.00,0.00,0.00,-4578.40,-5297.00,-3687.00,182.65,0.59
24/05/22 at 05:57AM,0.00,0.00,0.00,0.00,0.00,-4345.90,-5332.00,-3634.00,3.83,2.10
24/05/22 at 06:07AM,0.00,0.00,0.00,0.00,0.00,-4206.70,-5108.00,-3756.00,102.68,3.01
24/05/22 at 06:17AM,0.00,0.00,0.00,0.00,0.00,-4147.40,-4785.00,-3305.00,136.48,3.39
24/05/22 at 06:27AM,0.00,0.00,0.00,0.00,0.00,-3986.40,-4942.00,-2482.00,14.74,4.44
24/05/22 at 06:37AM,0.00,0.00,0.00,0.00,0.00,-3717.50,-4330.00,-3065.00,193.69,6.19
