Date, arduino, min, max, ec_type, arduino_mv, HX711, min, max, ec_type, HX711_mv
31/08/22 at 12:04AM,10.40,10.00,11.00,0.19,50.96,4358.10,3634.00,4934.00,153.66,58.62
31/08/22 at 12:14AM,12.60,12.00,13.00,0.19,61.74,5963.00,5580.00,6191.00,121.12,69.05
31/08/22 at 12:24AM,9.10,9.00,10.00,0.03,44.59,3506.30,2576.00,4305.00,152.52,53.09
31/08/22 at 12:34AM,12.30,12.00,13.00,0.09,60.27,5516.30,4995.00,5937.00,59.36,66.14
31/08/22 at 12:44AM,12.10,12.00,13.00,0.28,59.29,5807.60,5156.00,6424.00,122.89,68.04
31/08/22 at 12:54AM,11.00,11.00,11.00,0.00,53.90,5016.70,4507.00,5677.00,135.88,62.90
31/08/22 at 01:04AM,3.30,3.00,4.00,0.09,16.17,-776.00,-1430.00,-143.00,42.06,25.29
31/08/22 at 01:14AM,4.40,4.00,5.00,0.13,21.56,-193.50,-464.00,161.00,39.05,29.07
31/08/22 at 01:24AM,2.90,2.00,3.00,0.03,14.21,-1778.60,-2145.00,-1273.00,94.05,18.78
31/08/22 at 01:34AM,9.00,9.00,9.00,0.00,44.10,2501.30,1672.00,3136.00,125.32,46.57
31/08/22 at 01:44AM,2.70,1.00,4.00,0.09,13.23,-1691.80,-2443.00,-1051.00,189.67,19.34
31/08/22 at 01:54AM,6.10,6.00,7.00,0.03,29.89,512.40,44.00,829.00,18.85,33.65
31/08/22 at 02:04AM,5.00,4.00,6.00,0.00,24.50,-95.20,-628.00,619.00,19.54,29.71
31/08/22 at 02:14AM,6.30,5.00,7.00,0.09,30.87,655.20,-58.00,1396.00,68.05,34.58
31/08/22 at 02:24AM,5.60,5.00,6.00,0.13,27.44,-3.90,-506.00,859.00,7.30,30.30
31/08/22 at 02:35AM,2.70,2.00,3.00,0.09,13.23,-1643.50,-1957.00,-1115.00,94.71,19.65
31/08/22 at 02:45AM,1.80,1.00,2.00,0.25,8.82,-2155.20,-2500.00,-1609.00,172.72,16.33
31/08/22 at 02:55AM,2.70,2.00,3.00,0.09,13.23,-1839.10,-2307.00,-1086.00,72.70,18.38
31/08/22 at 03:05AM,2.70,0.00,3.00,0.09,13.23,-1793.20,-2528.00,-1118.00,103.79,18.68
31/08/22 at 03:15AM,2.00,1.00,3.00,0.00,9.80,-2076.50,-2398.00,-1586.00,101.67,16.84
31/08/22 at 03:25AM,1.20,0.00,2.00,0.06,5.88,-2347.10,-3280.00,-1579.00,103.44,15.08
31/08/22 at 03:35AM,0.60,0.00,1.00,0.13,2.94,-2918.50,-3780.00,-1912.00,318.28,11.37
